"","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met"
"4341",288,16,1,11,20,15,266,1,1,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,1,7,6,7,6,5,5,6,3,0
"4342",288,16,1,11,10,16,267,0,0,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,0,3,6,3,3,3,3,4,3,0
"4343",288,16,1,11,19,17,268,1,0,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,1,5,5,6,5,5,5,6,4,0
"4344",288,16,1,11,9,18,269,1,1,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,1,6,7,7,6,5,5,6,3,0
"4345",288,16,1,11,12,19,270,0,0,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,0,4,6,5,6,5,3,5,3,0
"4346",288,16,1,11,5,20,271,0,1,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,0,5,7,3,3,3,3,3,3,0
"4347",288,16,1,11,16,21,272,0,1,27,3,25,2,3,5,53,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,0,7,4,4,4,4,4,4,3,0
"4348",289,17,1,11,8,1,252,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,7,6,6,5,7,2,5,3,0
"4349",289,17,1,11,15,2,253,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,2,3,6,2,6,2,3,2,0
"4350",289,17,1,11,2,3,254,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,5,9,8,7,6,5,8,5,0
"4351",289,17,1,11,3,4,255,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,7,4,7,4,7,3,4,3,0
"4352",289,17,1,11,18,5,256,1,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,6,8,8,8,7,7,7,6,0
"4353",289,17,1,11,1,6,257,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,7,8,6,6,6,5,7,5,0
"4354",289,17,1,11,16,7,258,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,7,6,7,2,7,2,6,3,0
"4355",289,17,1,11,12,8,259,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,4,3,7,5,5,5,5,3,0
"4356",289,17,1,11,19,9,260,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,5,3,4,2,5,2,4,2,0
"4357",289,17,1,11,14,10,261,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,4,2,6,2,7,2,3,1,0
"4358",289,17,1,11,7,11,262,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,6,9,9,7,6,8,8,7,0
"4359",289,17,1,11,4,12,263,1,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,7,9,8,8,5,7,8,6,0
"4360",289,17,1,11,5,13,264,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,8,8,5,5,6,7,7,4,0
"4361",289,17,1,11,9,14,265,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,3,4,5,3,3,2,3,1,0
"4362",289,17,1,11,21,15,266,1,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,8,9,8,8,3,6,8,7,0
"4363",289,17,1,11,11,16,267,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,7,6,5,5,6,3,5,3,0
"4364",289,17,1,11,20,17,268,1,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,10,9,8,6,5,8,8,3,0
"4365",289,17,1,11,10,18,269,1,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,1,9,9,10,9,8,9,9,6,0
"4366",289,17,1,11,13,19,270,0,1,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,5,5,7,5,5,5,5,3,0
"4367",289,17,1,11,6,20,271,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,5,5,4,3,2,1,2,1,0
"4368",289,17,1,11,17,21,272,0,0,28,8,23,4,1,2,53,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,0,6,4,4,6,3,2,4,2,0
"4369",290,18,1,11,16,1,252,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,8,7,6,5,4,4,3,3,0
"4370",290,18,1,11,2,2,253,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,2,5,6,5,5,4,4,3,0
"4371",290,18,1,11,10,3,254,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,6,6,5,6,4,4,4,0
"4372",290,18,1,11,11,4,255,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,6,6,4,4,5,4,4,0
"4373",290,18,1,11,5,5,256,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,7,8,8,7,6,8,7,5,1
"4374",290,18,1,11,9,6,257,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,6,7,7,7,6,6,5,4,0
"4375",290,18,1,11,3,7,258,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,7,7,7,6,6,4,6,5,0
"4376",290,18,1,11,20,8,259,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,3,8,5,7,8,3,3,1
"4377",290,18,1,11,6,9,260,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,4,6,9,7,8,5,6,4,1
"4378",290,18,1,11,1,10,261,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,5,7,8,6,7,3,4,3,0
"4379",290,18,1,11,15,11,262,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,5,6,5,6,3,3,3,0
"4380",290,18,1,11,12,12,263,1,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,5,7,8,7,7,8,7,5,0
"4381",290,18,1,11,13,13,264,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,5,7,5,7,4,3,2,0
"4382",290,18,1,11,17,14,265,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,5,6,3,5,4,3,2,0
"4383",290,18,1,11,8,15,266,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,4,7,7,7,7,8,6,4,0
"4384",290,18,1,11,19,16,267,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,4,5,5,5,3,3,3,3,0
"4385",290,18,1,11,7,17,268,1,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,9,8,8,8,7,7,8,7,0
"4386",290,18,1,11,18,18,269,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,1,7,6,7,6,5,5,6,4,0
"4387",290,18,1,11,21,19,270,0,0,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,4,6,8,5,5,6,3,3,0
"4388",290,18,1,11,14,20,271,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,3,5,6,6,5,4,4,4,0
"4389",290,18,1,11,4,21,272,0,1,34,10,25,2,2,6,42,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,0,8,6,6,6,5,3,6,5,0
"4390",291,19,1,11,9,1,252,1,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,10,8,9,8,7,7,6,0
"4391",291,19,1,11,16,2,253,0,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,9,8,7,6,6,7,7,0
"4392",291,19,1,11,3,3,254,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,9,8,7,7,7,7,6,0
"4393",291,19,1,11,4,4,255,0,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,9,8,7,7,6,6,6,0
"4394",291,19,1,11,19,5,256,0,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,8,8,7,6,6,6,7,0
"4395",291,19,1,11,2,6,257,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,7,6,6,6,6,6,5,0
"4396",291,19,1,11,17,7,258,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,8,8,7,6,6,6,5,0
"4397",291,19,1,11,13,8,259,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,7,7,6,6,6,6,5,0
"4398",291,19,1,11,20,9,260,1,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,8,8,6,6,7,6,7,0
"4399",291,19,1,11,15,10,261,1,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,7,8,7,6,6,6,6,1
"4400",291,19,1,11,8,11,262,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,10,9,7,6,6,5,7,0
"4401",291,19,1,11,5,12,263,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,10,8,8,6,6,6,6,0
"4402",291,19,1,11,6,13,264,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,8,7,6,6,6,5,5,0
"4403",291,19,1,11,10,14,265,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,0,4,9,9,6,6,6,5,5,0
"4404",291,19,1,11,1,15,266,1,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,7,9,9,8,5,8,7,7,0
"4405",291,19,1,11,12,16,267,0,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,9,8,7,6,6,7,7,0
"4406",291,19,1,11,21,17,268,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,9,9,9,9,8,8,8,7,0
"4407",291,19,1,11,11,18,269,1,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,8,8,6,6,7,7,7,0
"4408",291,19,1,11,14,19,270,0,1,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,6,8,8,7,6,6,7,5,0
"4409",291,19,1,11,7,20,271,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,5,8,7,6,5,6,6,5,0
"4410",291,19,1,11,18,21,272,0,0,27,10,26,4,5,5,42,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,1,7,8,7,6,7,7,7,6,0
"4411",292,20,1,11,19,1,252,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,6,10,6,6,6,5,7,7,0
"4412",292,20,1,11,5,2,253,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,4,10,8,6,7,7,8,6,0
"4413",292,20,1,11,13,3,254,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,10,7,4,4,4,5,4,0
"4414",292,20,1,11,14,4,255,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,10,8,4,6,4,5,4,0
"4415",292,20,1,11,8,5,256,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,6,10,7,5,6,4,6,5,0
"4416",292,20,1,11,12,6,257,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,9,10,7,7,10,5,8,7,0
"4417",292,20,1,11,6,7,258,1,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,7,9,8,9,6,7,9,7,0
"4418",292,20,1,11,2,8,259,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,7,9,9,4,5,4,5,4,0
"4419",292,20,1,11,9,9,260,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,10,9,5,6,4,7,6,0
"4420",292,20,1,11,4,10,261,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,9,7,4,6,4,5,4,0
"4421",292,20,1,11,18,11,262,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,10,10,10,4,5,4,5,5,0
"4422",292,20,1,11,15,12,263,1,1,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,6,10,10,8,7,6,7,7,0
"4423",292,20,1,11,16,13,264,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,6,10,10,7,7,4,7,7,0
"4424",292,20,1,11,20,14,265,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,7,7,3,5,3,4,4,0
"4425",292,20,1,11,11,15,266,1,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,7,10,8,5,7,4,7,8,0
"4426",292,20,1,11,1,16,267,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,5,10,7,4,5,4,3,4,0
"4427",292,20,1,11,10,17,268,1,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,8,10,7,7,7,6,7,5,0
"4428",292,20,1,11,21,18,269,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,7,8,7,6,7,5,5,7,0
"4429",292,20,1,11,3,19,270,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,7,10,8,4,5,4,5,4,0
"4430",292,20,1,11,17,20,271,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,0,7,10,7,7,7,6,7,7,0
"4431",292,20,1,11,7,21,272,0,0,28,13,21,1,7,1,25,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,1,6,10,6,9,7,7,7,8,0
"4432",293,21,1,11,14,1,252,0,1,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,1,8,8,7,8,7,8,8,8,0
"4433",293,21,1,11,21,2,253,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,4,6,7,6,5,8,6,6,0
"4434",293,21,1,11,8,3,254,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,6,8,8,6,5,6,6,6,0
"4435",293,21,1,11,9,4,255,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,5,7,6,5,5,4,5,4,0
"4436",293,21,1,11,3,5,256,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,6,8,9,6,7,4,6,5,0
"4437",293,21,1,11,7,6,257,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,7,7,6,6,5,5,6,7,0
"4438",293,21,1,11,1,7,258,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,5,8,7,8,6,7,6,7,0
"4439",293,21,1,11,18,8,259,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,5,5,6,4,6,4,4,4,0
"4440",293,21,1,11,4,9,260,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,3,6,8,6,6,4,4,5,0
"4441",293,21,1,11,20,10,261,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,5,6,7,6,5,5,5,5,0
"4442",293,21,1,11,13,11,262,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,3,8,7,4,4,3,3,4,0
"4443",293,21,1,11,10,12,263,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,4,8,8,8,7,5,6,6,0
"4444",293,21,1,11,11,13,264,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,5,6,7,6,6,3,5,5,0
"4445",293,21,1,11,15,14,265,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,4,5,4,3,4,2,3,3,0
"4446",293,21,1,11,6,15,266,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,6,7,6,5,4,3,5,5,0
"4447",293,21,1,11,17,16,267,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,7,6,7,7,8,6,6,6,0
"4448",293,21,1,11,5,17,268,1,1,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,1,9,8,9,6,6,7,8,7,0
"4449",293,21,1,11,16,18,269,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,1,8,6,8,7,6,6,7,6,0
"4450",293,21,1,11,19,19,270,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,0,6,7,6,5,5,5,5,4,0
"4451",293,21,1,11,12,20,271,1,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,1,8,7,6,8,5,7,7,7,0
"4452",293,21,1,11,2,21,272,0,0,28,8,27,3,3,7,42,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,1,7,8,6,7,5,6,7,7,0
"4453",294,1,0,12,6,1,308,0,1,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,4,9,9,6,8,6,9,6,0
"4454",294,1,0,12,9,2,309,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,7,9,8,9,7,7,7,3,0
"4455",294,1,0,12,2,3,310,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,5,6,5,5,5,3,4,2,0
"4456",294,1,0,12,11,4,311,0,1,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,6,6,6,5,8,2,6,1,0
"4457",294,1,0,12,5,5,312,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,6,8,7,7,7,7,8,4,0
"4458",294,1,0,12,13,6,313,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,5,8,8,7,8,8,8,5,0
"4459",294,1,0,12,14,7,314,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,4,9,8,5,9,8,8,2,0
"4460",294,1,0,12,1,8,315,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,6,8,8,6,6,6,7,6,0
"4461",294,1,0,12,3,9,316,1,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,1,8,9,9,9,9,8,8,6,0
"4462",294,1,0,12,7,10,317,0,0,30,9,11,4,1,1,42,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,0,8,8,7,7,7,5,7,5,0
