"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"3255",458,5,0,18,6,5,4,463,0,-0.35,1,2,29,8,15,4,9,8,42,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,4,50,5,25,20,0,0,50,10,20,0,0,20,10,10,9,10,1,6,8,9,6,7,6,6,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.18,6,6,-5.18,-0.18,3.82,1.82,-0.18,2.82,-3.18,-0.18,2.82,0.82,1.82,1.82,-2.18,-5.18,3.82,2.82,5,33,50,45,44,38,32,36,41,3,35,50,50,39,44,26,39,27,0.83,0.5,0.8,0.4,0.2,0.6,5.5,5.83,5.4,5.8,0.6,0.2,8.33,8.33,8.4,8.4,-0.4,-0.4,7.5,8.33,7.2,8.2,1.8,0.8,7.33,6.5,7.6,6.6,-1.6,-0.6,6.33,7.33,6.2,7.4,0.8,-0.4,5.33,4.33,5.2,4,0.8,2,6,6.5,6,6.6,0,-0.6,6.83,4.5,6.6,3.8,1.4,4.2
"3256",459,6,0,18,6,4,4,463,0,-0.26,1,2,26,8,26,4,6,1,62,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,4,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,0,5,10,8,4,5,2,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.24,6,6,-2.24,-4.24,3.76,2.76,3.76,-4.24,-4.24,0.76,-1.24,0.76,2.76,2.76,2.76,2.76,2.76,-4.24,0,21,45,39,18,27,11,24,7,3,35,50,50,39,44,26,39,27,0,0.5,0,0.6,0,-0.6,3.5,5.83,3.2,6,1.8,-1,7.5,8.33,7,8,3,2,6.5,8.33,6.2,8.4,1.8,-0.4,3,6.5,2.8,7,1.2,-3,4.5,7.33,4.4,7.8,0.6,-2.8,1.83,4.33,1.8,4.8,0.2,-2.8,4,6.5,3.4,6.4,3.6,0.6,1.17,4.5,1.2,5.2,-0.2,-4.2
"3257",454,1,0,18,6,4,5,464,0,-0.03,0,2,27,15,27,2,3,3,56,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,4,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,1,8,8,9,8,9,5,8,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,6,6,1.41,-1.59,2.41,2.41,2.41,0.41,-5.59,-2.59,2.41,-2.59,2.41,2.41,1.41,1.41,-2.59,2.41,2,45,53,49,46,49,28,39,36,4,42,43,49,47,46,32,42,31,0.33,0.67,0.2,0.6,0.8,0.4,7.5,7,7.4,6.8,0.6,1.2,8.83,7.17,9,7,-1,1,8.17,8.17,8,8,1,1,7.67,7.83,7.6,7.8,0.4,0.2,8.17,7.67,8,7.4,1,1.6,4.67,5.33,4.6,5.4,0.4,-0.4,6.5,7,6.2,6.8,1.8,1.2,6,5.17,5.8,4.8,1.2,2.2
"3258",455,2,0,18,6,3,5,464,0,-0.24,1,2,24,10,24,4,5,5,42,1,6,2,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,4,4,10,25,20,16,20,9,25,12,12,20,11,20,7,9,9,8,1,7,7,8,9,8,7,8,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,6,6,-1.76,-3.76,3.24,3.24,0.24,0.24,-5.76,1.24,3.24,-2.76,1.24,2.24,1.24,2.24,2.24,0.24,3,33,44,46,38,45,31,35,30,4,42,43,49,47,46,32,42,31,0.5,0.67,0.4,0.6,0.6,0.4,5.5,7,5.2,7,1.8,0,7.33,7.17,7.4,7.2,-0.4,-0.2,7.67,8.17,7.6,8.2,0.4,-0.2,6.33,7.83,5.8,7.6,3.2,1.4,7.5,7.67,7.4,7.6,0.6,0.4,5.17,5.33,4.8,5,2.2,2,5.83,7,5.4,6.8,2.6,1.2,5,5.17,4.6,4.8,2.4,2.2
"3259",456,3,0,18,6,2,5,464,0,-0.43,1,2,29,8,11,4,3,2,42,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,2,4,25,20,15,10,15,15,30,15,10,15,10,20,8,8,6,7,0,6,8,7,8,8,6,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.94,6,6,-4.94,2.06,2.06,1.06,1.06,0.06,-3.94,2.06,2.06,-1.94,1.06,1.06,0.06,0.06,2.06,2.06,1,32,38,39,34,38,24,30,29,4,42,43,49,47,46,32,42,31,0.17,0.67,0.2,0.8,-0.2,-0.8,5.33,7,5.2,7.2,0.8,-1.2,6.33,7.17,6,7,2,1,6.5,8.17,6.4,8.4,0.6,-1.4,5.67,7.83,5.2,7.8,2.8,0.2,6.33,7.67,6,7.6,2,0.4,4,5.33,3.6,5.2,2.4,0.8,5,7,4.8,7.2,1.2,-1.2,4.83,5.17,4.8,5.2,0.2,-0.2
"3260",457,4,0,18,6,1,5,464,0,-0.35,1,2,55,6,14,4,1,1,60,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,4,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,1,8,7,8,8,8,6,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,-3,-4,3,4,4,5,-4,-4,5,-1,2,-2,5,3,-4,-4,4,38,42,45,45,42,36,37,6,4,42,43,49,47,46,32,42,31,0.67,0.67,0.6,0.6,0.4,0.4,6.33,7,6,6.8,2,1.2,7,7.17,7,7.2,0,-0.2,7.5,8.17,7.4,8.2,0.6,-0.2,7.5,7.83,7.4,7.8,0.6,0.2,7,7.67,6.8,7.6,1.2,0.4,6,5.33,6,5.2,0,0.8,6.17,7,6,7,1,0,1,5.17,1,6,0,-5
"3261",458,5,0,18,6,6,5,464,1,-0.33,1,1,29,8,15,4,9,8,42,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,4,50,5,25,20,0,0,50,10,20,0,0,20,10,10,9,10,1,8,8,9,9,8,6,8,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.18,6,6,-5.18,-0.18,3.82,1.82,-0.18,2.82,-3.18,-0.18,2.82,0.82,1.82,1.82,-2.18,-5.18,3.82,2.82,5,33,50,45,44,38,32,36,41,4,42,43,49,47,46,32,42,31,0.83,0.67,0.8,0.6,0.2,0.4,5.5,7,5,6.8,3,1.2,8.33,7.17,8.4,7,-0.4,1,7.5,8.17,7.2,8,1.8,1,7.33,7.83,7,7.6,2,1.4,6.33,7.67,6,7.6,2,0.4,5.33,5.33,5.2,5.2,0.8,0.8,6,7,5.6,6.8,2.4,1.2,6.83,5.17,6.2,4.2,3.8,5.8
"3262",459,6,0,18,6,5,5,464,0,-0.25,1,2,26,8,26,4,6,1,62,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,4,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,0,5,5,8,5,5,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.24,6,6,-2.24,-4.24,3.76,2.76,3.76,-4.24,-4.24,0.76,-1.24,0.76,2.76,2.76,2.76,2.76,2.76,-4.24,0,21,45,39,18,27,11,24,7,4,42,43,49,47,46,32,42,31,0,0.67,0,0.8,0,-0.8,3.5,7,3.2,7.4,1.8,-2.4,7.5,7.17,8,7.6,-3,-2.6,6.5,8.17,6.2,8.2,1.8,-0.2,3,7.83,2.6,8.4,2.4,-3.4,4.5,7.67,4.4,8.2,0.6,-3.2,1.83,5.33,1.8,6,0.2,-4,4,7,3.8,7.4,1.2,-2.4,1.17,5.17,1.2,6,-0.2,-5
"3263",454,1,0,18,6,5,6,465,0,0.57,1,2,27,15,27,2,3,3,56,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,4,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,0,7,9,7,7,5,5,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,6,6,1.41,-1.59,2.41,2.41,2.41,0.41,-5.59,-2.59,2.41,-2.59,2.41,2.41,1.41,1.41,-2.59,2.41,2,45,53,49,46,49,28,39,36,1,31,37,33,36,26,21,30,17,0.33,0.17,0.4,0.2,-0.4,-0.2,7.5,5.17,7.6,4.8,-0.6,2.2,8.83,6.17,8.8,5.6,0.2,3.4,8.17,5.5,8.4,5.2,-1.4,1.8,7.67,6,7.8,5.8,-0.8,1.2,8.17,4.33,8.8,4.2,-3.8,0.8,4.67,3.5,4.6,3.2,0.4,1.8,6.5,5,6.8,5,-1.8,0,6,2.83,6.2,2.4,-1.2,2.6
"3264",455,2,0,18,6,4,6,465,0,0.41,0,2,24,10,24,4,5,5,42,1,6,2,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,4,4,10,25,20,16,20,9,25,12,12,20,11,20,7,9,9,8,0,5,6,8,6,7,3,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,6,6,-1.76,-3.76,3.24,3.24,0.24,0.24,-5.76,1.24,3.24,-2.76,1.24,2.24,1.24,2.24,2.24,0.24,3,33,44,46,38,45,31,35,30,1,31,37,33,36,26,21,30,17,0.5,0.17,0.6,0.2,-0.6,-0.2,5.5,5.17,5.6,5.2,-0.6,-0.2,7.33,6.17,7.6,6.2,-1.6,-0.2,7.67,5.5,7.6,5,0.4,3,6.33,6,6.4,6,-0.4,0,7.5,4.33,7.6,3.8,-0.6,3.2,5.17,3.5,5.6,3.6,-2.6,-0.6,5.83,5,6,5,-1,0,5,2.83,5.4,2.8,-2.4,0.2
"3265",456,3,0,18,6,3,6,465,0,-0.02,0,2,29,8,11,4,3,2,42,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,2,4,25,20,15,10,15,15,30,15,10,15,10,20,8,8,6,7,0,4,4,5,4,4,2,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.94,6,6,-4.94,2.06,2.06,1.06,1.06,0.06,-3.94,2.06,2.06,-1.94,1.06,1.06,0.06,0.06,2.06,2.06,1,32,38,39,34,38,24,30,29,1,31,37,33,36,26,21,30,17,0.17,0.17,0.2,0.2,-0.2,-0.2,5.33,5.17,5.6,5.4,-1.6,-1.4,6.33,6.17,6.8,6.6,-2.8,-2.6,6.5,5.5,6.8,5.6,-1.8,-0.6,5.67,6,6,6.4,-2,-2.4,6.33,4.33,6.8,4.4,-2.8,-0.4,4,3.5,4.4,3.8,-2.4,-1.8,5,5,5.2,5.2,-1.2,-1.2,4.83,2.83,5,2.6,-1,1.4
"3266",457,4,0,18,6,2,6,465,0,0.61,0,2,55,6,14,4,1,1,60,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,4,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,1,7,8,5,10,7,7,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,-3,-4,3,4,4,5,-4,-4,5,-1,2,-2,5,3,-4,-4,4,38,42,45,45,42,36,37,6,1,31,37,33,36,26,21,30,17,0.67,0.17,0.6,0,0.4,1,6.33,5.17,6.2,4.8,0.8,2.2,7,6.17,6.8,5.8,1.2,2.2,7.5,5.5,8,5.6,-3,-0.6,7.5,6,7,5.2,3,4.8,7,4.33,7,3.8,0,3.2,6,3.5,5.8,2.8,1.2,4.2,6.17,5,6.2,4.8,-0.2,1.2,1,2.83,1,3.2,0,-2.2
"3267",458,5,0,18,6,1,6,465,0,-0.42,0,2,29,8,15,4,9,8,42,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,4,50,5,25,20,0,0,50,10,20,0,0,20,10,10,9,10,0,5,5,3,4,1,2,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.18,6,6,-5.18,-0.18,3.82,1.82,-0.18,2.82,-3.18,-0.18,2.82,0.82,1.82,1.82,-2.18,-5.18,3.82,2.82,5,33,50,45,44,38,32,36,41,1,31,37,33,36,26,21,30,17,0.83,0.17,1,0.2,-1,-0.2,5.5,5.17,5.6,5.2,-0.6,-0.2,8.33,6.17,9,6.4,-4,-1.4,7.5,5.5,8.4,6,-5.4,-3,7.33,6,8,6.4,-4,-2.4,6.33,4.33,7.4,5,-6.4,-4,5.33,3.5,6,3.8,-4,-1.8,6,5,6.2,5,-1.2,0,6.83,2.83,7.6,2.8,-4.6,0.2
"3268",459,6,0,18,6,6,6,465,0,0.25,0,2,26,8,26,4,6,1,62,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,4,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,0,3,5,5,5,2,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.24,6,6,-2.24,-4.24,3.76,2.76,3.76,-4.24,-4.24,0.76,-1.24,0.76,2.76,2.76,2.76,2.76,2.76,-4.24,0,21,45,39,18,27,11,24,7,1,31,37,33,36,26,21,30,17,0,0.17,0,0.2,0,-0.2,3.5,5.17,3.6,5.6,-0.6,-2.6,7.5,6.17,8,6.4,-3,-1.4,6.5,5.5,6.8,5.6,-1.8,-0.6,3,6,2.6,6.2,2.4,-1.2,4.5,4.33,5,4.8,-3,-2.8,1.83,3.5,1.8,3.8,0.2,-1.8,4,5,3.8,5,1.2,0,1.17,2.83,1.2,3.2,-0.2,-2.2
"3269",466,1,0,19,15,4,1,481,0,0.7,1,2,24,18,25,2,1,1,42,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,4,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,0,5,7,5.5,4,4,3,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.94,16,16,-2.94,4.06,3.06,0.06,1.06,-0.94,-1.94,-2.94,3.06,0.06,0.06,2.06,1.06,3.06,-0.94,-2.94,0,43,60,72.5,48,74,31,46,52,2,81,86,81.5,64,66,64,72,61,0,0.12,0,0.13,0,-0.13,2.69,5.06,2.53,5.07,2.47,-0.07,3.75,5.38,3.53,5.27,3.47,1.73,4.53,5.09,4.47,5.07,1.03,0.43,3,4,2.93,4,1.07,0,4.62,4.12,4.67,4.13,-0.67,-0.13,1.94,4,1.87,4.07,1.13,-1.07,2.88,4.5,2.8,4.53,1.2,-0.53,3.25,3.81,3.13,3.73,1.87,1.27
"3270",467,2,0,19,15,11,1,481,1,0.65,1,2,24,8,26,2,7,4,21,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,4,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,1,8,10,10,9,8,7,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.76,16,16,-3.76,1.24,1.24,1.24,1.24,0.24,-2.76,0.24,1.24,0.24,1.24,1.24,1.24,1.24,1.24,1.24,11,114,142,141,132,130,119,105,68,2,81,86,81.5,64,66,64,72,61,0.69,0.12,0.67,0.07,0.33,0.93,7.12,5.06,7.07,4.87,0.93,3.13,8.88,5.38,8.8,5.07,1.2,4.93,8.81,5.09,8.73,4.77,1.27,5.23,8.25,4,8.2,3.67,0.8,5.33,8.12,4.12,8.13,3.87,-0.13,4.13,7.44,4,7.47,3.8,-0.47,3.2,6.56,4.5,6.53,4.33,0.47,2.67,4.25,3.81,4.27,3.8,-0.27,0.2
"3271",468,3,0,19,15,7,1,481,0,0.53,0,2,25,13,21,6,5,2,89,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,4,15,25,15,15,15,15,30,15,20,15,10,10,8,9,6,8,0,5,7,6,4,5,5,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,16,16,-3.35,0.65,0.65,0.65,1.65,1.65,-4.35,-0.35,1.65,0.65,-1.35,2.65,2.65,2.65,0.65,-0.35,5,85,112,109,85,96,75,91,87,2,81,86,81.5,64,66,64,72,61,0.31,0.12,0.33,0.13,-0.33,-0.13,5.31,5.06,5.33,5.07,-0.33,-0.07,7,5.38,7,5.27,0,1.73,6.81,5.09,6.87,5.03,-0.87,0.97,5.31,4,5.4,4,-1.4,0,6,4.12,6.07,4.07,-1.07,0.93,4.69,4,4.67,3.93,0.33,1.07,5.69,4.5,5.8,4.53,-1.8,-0.53,5.44,3.81,5.67,3.93,-3.67,-1.93
"3272",469,4,0,19,15,6,1,481,0,0.3,0,2,25,13,26,4,1,1,42,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,4,20,10,20,20,10,20,40,10,20,10,10,10,8,8,8,6,0,8,8,7,5,7,6,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,16,16,0.82,0.82,0.82,0.82,0.82,-3.18,-3.18,-2.18,0.82,2.82,0.82,0.82,0.82,1.82,-0.18,2.82,6,86,107,104,99,99,79,101,88,2,81,86,81.5,64,66,64,72,61,0.38,0.12,0.4,0.13,-0.4,-0.13,5.38,5.06,5.2,4.87,2.8,3.13,6.69,5.38,6.6,5.2,1.4,2.8,6.5,5.09,6.47,4.97,0.53,2.03,6.19,4,6.27,3.93,-1.27,1.07,6.19,4.12,6.13,3.93,0.87,3.07,4.94,4,4.87,3.87,1.13,2.13,6.31,4.5,6.27,4.33,0.73,2.67,5.5,3.81,5.6,3.8,-1.6,0.2
"3273",470,5,0,19,15,14,1,481,0,0.67,0,2,29,4,26,4,1,1,18,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,4,10,20,25,25,10,10,60,10,10,10,5,5,4,9,5,8,0,3,4,5,4,2,3,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.65,16,16,-4.65,-4.65,4.35,4.35,4.35,-3.65,-4.65,-2.65,4.35,-0.65,4.35,4.35,0.35,0.35,4.35,-4.65,6,53,82,88,75,50,55,83,65,2,81,86,81.5,64,66,64,72,61,0.38,0.12,0.4,0.13,-0.4,-0.13,3.31,5.06,3.33,5.2,-0.33,-2.2,5.12,5.38,5.2,5.47,-1.2,-1.47,5.5,5.09,5.53,5.1,-0.53,-0.1,4.69,4,4.73,4,-0.73,0,3.12,4.12,3.2,4.27,-1.2,-2.27,3.44,4,3.47,4.07,-0.47,-1.07,5.19,4.5,5.27,4.53,-1.27,-0.53,4.06,3.81,4.13,3.87,-1.13,-0.87
"3274",471,6,0,19,15,13,1,481,0,0.46,0,2,30,4,25,4,8,8,42,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,4,15,15,25,10,15,20,25,10,15,15,15,20,7,8,8,9,0,4,3,4,3,4,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.18,16,16,-2.18,-0.18,3.82,0.82,0.82,-1.18,-4.18,2.82,0.82,1.82,-0.18,1.82,-0.18,-0.18,3.82,-2.18,2,77,85,89,75,80,62,51,46,2,81,86,81.5,64,66,64,72,61,0.12,0.12,0.13,0.13,-0.13,-0.13,4.81,5.06,4.87,5.13,-0.87,-1.13,5.31,5.38,5.47,5.53,-2.47,-2.53,5.56,5.09,5.67,5.17,-1.67,-1.17,4.69,4,4.8,4.07,-1.8,-1.07,5,4.12,5.07,4.13,-1.07,-0.13,3.88,4,4,4.13,-2,-2.13,3.19,4.5,3.27,4.67,-1.27,-2.67,2.88,3.81,2.93,3.93,-0.93,-1.93
"3275",472,7,0,19,15,2,1,481,0,0.6,0,2,25,5,15,3,1,3,42,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,4,10,25,25,20,10,10,30,5,10,30,5,20,8,10,10,8,1,8,7,7,7,5,6,8,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,16,-1,0,2,2,1,2,-6,0,1,-6,3,3,3,3,-2,2,6,66,79,101,93,108,83,90,121,2,81,86,81.5,64,66,64,72,61,0.38,0.12,0.33,0.07,0.67,0.93,4.12,5.06,3.87,4.87,4.13,3.13,4.94,5.38,4.8,5.27,2.2,1.73,6.31,5.09,6.27,4.97,0.73,2.03,5.81,4,5.73,3.8,1.27,3.2,6.75,4.12,6.87,4.07,-1.87,0.93,5.19,4,5.13,3.87,0.87,2.13,5.62,4.5,5.47,4.27,2.53,3.73,7.56,3.81,7.53,3.53,0.47,4.47
