"","match","decM","decW","raterDecAvgW","decAvgM","avgWaveDecW","raterDecAvgM","decAvgW","avgWaveDecM","funAvgRatingM","attrAvgRatingW","ageM","exphappyW","shoppingWealthIndW","goalMeetNewM_goalFunNightWCross","goalMeetNewM_goalMeetNewWCross","goalFunNightM_goalMeetNewWCross","goalFunNightM_goalFunNightWCross","sharPrefW","datesCrossProbDecW","raceAsianM_raceWhiteWCross","fieldsCrossProbMatch","goalsCrossProbMatch","careerAcademicM","racesCrossProbMatch","careerFinanceW","impraceW","impraceM","dateW","probAvgRatingM","probAvgRatingW","impreligW","raceAsianW","careersManProbDecW","careersWomanProbDecW","baselineDecMGuess","baselineDecWGuess","betterDecMGuess","betterDecWGuess","baselineMatchGuess","betterMatchGuess"
"1144",1,1,1,0.0625,0.473684210526316,0.259868421052632,0.421052631578947,0.9375,0.483552631578947,6.84210526315789,8.1875,26,5,7,1,0,0,0,10,0.296511627906977,0,0.0952380952380952,0.146757679180887,0,0.171717171717172,0,1,2,6,4.92105263157895,4.9375,5,0,0.268333333333333,0.208888888888889,0.872819184236405,0.2388719738718,0.894475888821972,0.273284438401232,0.217248787057941,0.224730248051055
"1145",0,1,0,0.125,0.0526315789473684,0.263157894736842,0.789473684210526,0.9375,0.480263157894737,5.63157894736842,8.25,30,5,7,0,0,0,1,10,0.296511627906977,0,0.0952380952380952,0.182584269662921,1,0.171717171717172,0,1,2,6,4.36842105263158,5.3125,5,0,0.277519379844961,0.208888888888889,0.977727865269195,0.0491059480455827,0.983618680614575,0.0641649557573255,0.133806938053622,0.206898177324445
"1146",0,1,0,0.125,0.473684210526316,0.263157894736842,0.210526315789474,0.9375,0.483552631578947,6.89473684210526,8.1875,22,5,7,0,0,0,1,10,0.230769230769231,0,0.089534531999674,0.182584269662921,0,0.171717171717172,0,1,9,6,4.63157894736842,5.25,5,0,0.298245614035088,0.208888888888889,0.706062939656752,0.297150401296496,0.661568803973225,0.257357495431285,0.209435609729395,0.168062674034845
"1147",0,0,1,0.523809523809524,0.285714285714286,0.27891156462585,0.19047619047619,0.571428571428571,0.530612244897959,5.57142857142857,6.28571428571429,29,5,6,0,1,0,0,18,0.338235294117647,0,0.208791208791209,0.0909090909090909,1,0.137096774193548,0,2,8,5,5.14285714285714,4.80952380952381,4,1,0.277519379844961,0.311475409836066,0.21688928102585,0.512227192272832,0.257811855820971,0.588791386069354,0.173124490305415,0.161028952600237
"1148",1,1,1,0.523809523809524,0.333333333333333,0.27891156462585,0.857142857142857,0.571428571428571,0.526077097505669,7.19047619047619,6.04761904761905,23,5,6,0,0,1,0,18,0.290697674418605,0,0.114285714285714,0.169381107491857,0,0.137931034482759,0,2,1,5,5.33333333333333,4.47619047619048,4,1,0.268333333333333,0.311475409836066,0.886544037033184,0.571173735530426,0.833434234789217,0.577833881700889,0.373616012624232,0.376781547002296
"1149",0,1,0,0.571428571428571,0.142857142857143,0.27891156462585,0.857142857142857,0.523809523809524,0.528344671201814,5.90476190476191,6.23809523809524,27,5,6,0,0,1,0,18,0.290697674418605,0,0.114285714285714,0.169381107491857,0,0.0581395348837209,0,2,1,5,6.14285714285714,4.52380952380952,4,1,0.268333333333333,0.311475409836066,0.859803210750712,0.396227554306082,0.872960318705594,0.342456762453984,0.259365735168953,0.231623549813307
"1150",0,0,1,0.523809523809524,0.285714285714286,0.276643990929705,0.238095238095238,0.571428571428571,0.528344671201814,6.04761904761905,6.09523809523809,27,5,6,0,0,1,0,18,0.338235294117647,0,0.128205128205128,0.169381107491857,0,0.137096774193548,0,2,1,5,4.90476190476191,4.71428571428571,4,1,0.298245614035088,0.311475409836066,0.262813104132873,0.516265946553595,0.27190713876315,0.636584726592137,0.184180127963395,0.225799027113325
"1151",0,1,0,0.571428571428571,0.0952380952380952,0.27891156462585,1,0.571428571428571,0.528344671201814,4.76190476190476,6.14285714285714,24,5,6,0,0,0,0,18,0.271929824561404,0,0.114285714285714,0.161290322580645,0,0.217539203564048,0,2,1,5,5.23809523809524,4.47619047619048,4,1,0.268333333333333,0.311475409836066,0.93990225183082,0.340982796923135,0.931617827734666,0.198210948712178,0.287919558888902,0.177183368891765
"1152",0,1,0,0.571428571428571,0,0.281179138321995,0.428571428571429,0.523809523809524,0.528344671201814,5.14285714285714,6.19047619047619,22,5,6,0,0,1,0,18,0.271929824561404,0,0.154845745271483,0.169381107491857,1,0.137096774193548,0,2,4,5,4.85714285714286,4.61904761904762,4,1,0.277519379844961,0.311475409836066,0.421719390576231,0.240390436611821,0.47598835558858,0.277665367436245,0.110274228669961,0.138569091710892
"1153",0,1,0,0.619047619047619,0,0.281179138321995,0.80952380952381,0.571428571428571,0.528344671201814,4.33333333333333,6.09523809523809,22,5,6,0,0,1,0,18,0.184210526315789,0,0.131578947368421,0.169381107491857,0,0.0581395348837209,0,2,1,5,3.85714285714286,4.57142857142857,4,1,0.298245614035088,0.311475409836066,0.858557126325409,0.286066196512203,0.818659577585246,0.155526813739096,0.211028169179914,0.116604110908376
"1154",0,0,1,0.571428571428571,0.428571428571429,0.27891156462585,0.238095238095238,0.571428571428571,0.530612244897959,6.14285714285714,6.28571428571429,27,5,6,0,0,1,0,18,0.271929824561404,0,0.0454545454545455,0.169381107491857,1,0.137096774193548,0,2,3,5,4.71428571428571,4.71428571428571,4,1,0.277519379844961,0.311475409836066,0.259720281478129,0.730370716328159,0.184543605038022,0.685118947603791,0.290525470219197,0.235591949138819
"1155",0,0,1,0.523809523809524,0.571428571428571,0.276643990929705,0.476190476190476,0.619047619047619,0.528344671201814,7.52380952380952,6.09523809523809,28,5,6,0,0,1,0,18,0.290697674418605,0,0.128205128205128,0.169381107491857,0,0.0581395348837209,0,2,1,5,5.66666666666667,4.66666666666667,4,1,0.268333333333333,0.311475409836066,0.59329074703014,0.816169288726176,0.494134888310987,0.815186358323266,0.459617746109447,0.453327922661727
"1156",0,0,1,0.571428571428571,0.333333333333333,0.276643990929705,0.333333333333333,0.571428571428571,0.528344671201814,5.47619047619048,6.23809523809524,34,5,6,0,1,0,0,18,0.338235294117647,0,0.208791208791209,0.0909090909090909,1,0.137096774193548,0,2,2,5,4.61904761904762,4.61904761904762,4,1,0.277519379844961,0.311475409836066,0.36388350870645,0.631201311546156,0.419408059867947,0.703208322433177,0.258310408243392,0.271770620133944
"1157",0,1,0,0.619047619047619,0.238095238095238,0.281179138321995,0.952380952380952,0.571428571428571,0.528344671201814,6.28571428571429,6.19047619047619,27,5,6,0,0,1,0,18,0.418604651162791,0,0.208791208791209,0.169381107491857,0,0.0581395348837209,0,2,5,5,5.19047619047619,4.57142857142857,4,1,0.23943661971831,0.311475409836066,0.925058675504716,0.56829833577836,0.929199916393738,0.649807697580358,0.408854582599579,0.511515383169087
"1158",0,0,0,0.619047619047619,0.285714285714286,0.27891156462585,0.428571428571429,0.571428571428571,0.530612244897959,5.80952380952381,6.28571428571429,24,5,6,0,0,0,0,18,0.290697674418605,0,0.0454545454545455,0.11864406779661,1,0,0,2,3,5,4.85714285714286,4.61904761904762,4,1,0.277519379844961,0.311475409836066,0.474608825091985,0.629458750664001,0.380702158029559,0.49178019709417,0.282285069725139,0.136822748255931
"1159",0,0,1,0.523809523809524,0.380952380952381,0.276643990929705,0.428571428571429,0.619047619047619,0.528344671201814,6.61904761904762,6,28,5,6,0,0,1,0,18,0.446706262840327,0,0.131578947368421,0.169381107491857,0,0.137931034482759,0,2,7,5,4.85714285714286,4.61904761904762,4,1,0.268333333333333,0.311475409836066,0.535158570364296,0.631909987606865,0.470313564291839,0.775809547554479,0.303147645014464,0.391252963375919
"1160",0,0,1,0.523809523809524,0.238095238095238,0.27891156462585,0.238095238095238,0.619047619047619,0.528344671201814,5.47619047619048,6.19047619047619,28,5,6,0,1,0,0,18,0.338235294117647,0,0.128205128205128,0.0909090909090909,0,0,0,2,3,5,4.95238095238095,4.57142857142857,4,1,0.268333333333333,0.311475409836066,0.30895305681087,0.452888664320683,0.323151880101036,0.489928617671943,0.175535533745845,0.104145425934572
"1161",0,1,0,0.619047619047619,0.0952380952380952,0.27891156462585,0.952380952380952,0.523809523809524,0.526077097505669,5.19047619047619,6,21,5,6,0,1,0,0,18,0.290697674418605,0,0.114285714285714,0.0909090909090909,0,0.137096774193548,0,2,1,5,4.47619047619048,4.52380952380952,4,1,0.268333333333333,0.311475409836066,0.909112664007551,0.395869339224939,0.882988710465202,0.312843837186687,0.287238996677403,0.140787102459033
"1162",1,1,1,0.571428571428571,0.285714285714286,0.276643990929705,0.619047619047619,0.571428571428571,0.528344671201814,6.23809523809524,6,26,5,6,0,1,0,0,18,0.290697674418605,0,0.208791208791209,0.0909090909090909,1,0.137096774193548,0,2,7,5,5.23809523809524,4.47619047619048,4,1,0.277519379844961,0.311475409836066,0.702106266406604,0.574338246698208,0.646661851974346,0.569461741282765,0.303381511091245,0.23150255622049
"1163",0,1,0,0.571428571428571,0.619047619047619,0.281179138321995,0.285714285714286,0.571428571428571,0.526077097505669,6.52380952380952,6,25,5,6,0,0,1,0,18,0.184210526315789,0,0.208791208791209,0.169381107491857,1,0.137096774193548,0,2,1,5,5.42857142857143,4.52380952380952,4,1,0.277519379844961,0.311475409836066,0.313092108066345,0.876080901048935,0.247326602642328,0.794847418105543,0.445763303938319,0.384843261721889
"1164",0,0,0,0.619047619047619,0,0.27891156462585,0.380952380952381,0.619047619047619,0.528344671201814,5,6.28571428571429,32,5,6,0,0,1,0,18,0.418604651162791,0,0.114285714285714,0.169381107491857,1,0.137096774193548,0,2,1,5,4.66666666666667,4.80952380952381,4,1,0.277519379844961,0.311475409836066,0.476093126712135,0.289419796972973,0.563631789786377,0.501919281964373,0.142315654408234,0.243365742378065
"1165",1,1,1,0.523809523809524,0.523809523809524,0.276643990929705,0.285714285714286,0.571428571428571,0.526077097505669,6.23809523809524,6.14285714285714,25,5,6,0,0,0,0,18,0.290697674418605,0,0.208791208791209,0.11864406779661,1,0.137096774193548,0,2,7,5,5.09523809523809,4.57142857142857,4,1,0.277519379844961,0.311475409836066,0.313092108066345,0.777822986429689,0.267657074789086,0.699322273186937,0.335332556919136,0.25454779718259
"1166",1,1,1,0.523809523809524,0.238095238095238,0.276643990929705,0.476190476190476,0.523809523809524,0.528344671201814,5.42857142857143,6.09523809523809,25,5,6,0,0,0,0,18,0.271929824561404,0,0.208791208791209,0.11864406779661,1,0.137096774193548,0,2,2,5,5.33333333333333,4.57142857142857,4,1,0.277519379844961,0.311475409836066,0.480328828560505,0.456897329419041,0.538642955139806,0.378063667554621,0.193696881693299,0.164050052012774
"1167",1,1,1,0.523809523809524,0.142857142857143,0.276643990929705,0.571428571428571,0.571428571428571,0.526077097505669,4.61904761904762,6,27,5,6,0,0,0,0,18,0.338235294117647,0,0.0454545454545455,0.0357142857142857,1,0.137096774193548,0,2,2,5,4.90476190476191,4.61904761904762,4,1,0.277519379844961,0.311475409836066,0.654026818780759,0.343084665261543,0.58826804318417,0.187866188440603,0.182960644106073,0.058797586837127
"1168",0,0,0,0.380952380952381,0.380952380952381,0.27891156462585,0.19047619047619,0.523809523809524,0.530612244897959,5.57142857142857,6.52380952380952,29,8,9,0,1,0,0,10,0.166666666666667,0,0,0.0909090909090909,1,0.141287284144427,0,10,8,4,4.90476190476191,4.47619047619048,9,0,0.277519379844961,0.428571428571429,0.18090962408279,0.45639640788922,0.110949833989203,0.393756628674678,0.139032018600572,0.0455917021037497
"1169",1,1,1,0.333333333333333,0.333333333333333,0.27891156462585,0.904761904761905,0.428571428571429,0.528344671201814,7.19047619047619,6.52380952380952,23,8,9,0,0,1,0,10,0.28,0,0,0.169381107491857,0,0.180327868852459,0,10,1,4,5.33333333333333,4.47619047619048,9,0,0.268333333333333,0.428571428571429,0.831668033950476,0.342509569418469,0.7716159403703,0.435036375460689,0.203059548195825,0.180640425576397
"1170",0,1,0,0.380952380952381,0.142857142857143,0.27891156462585,0.857142857142857,0.476190476190476,0.528344671201814,5.90476190476191,6.33333333333333,27,8,9,0,0,1,0,10,0.28,1,0,0.169381107491857,0,0.12,0,10,1,4,6.04761904761905,4.23809523809524,9,0,0.268333333333333,0.428571428571429,0.830241512213703,0.20369103205934,0.807831724963406,0.163444734401014,0.146221243018508,0.106195469150065
"1171",0,0,0,0.428571428571429,0.333333333333333,0.281179138321995,0.238095238095238,0.523809523809524,0.528344671201814,6.04761904761905,6.57142857142857,27,8,9,0,0,1,0,10,0.166666666666667,0,0.0632911392405063,0.169381107491857,0,0.141287284144427,0,10,1,4,5,4.76190476190476,9,0,0.298245614035088,0.428571428571429,0.22137315712333,0.451701309180243,0.195294609250257,0.491062725604443,0.147246525198549,0.109953268273335
"1172",0,1,0,0.428571428571429,0.142857142857143,0.27891156462585,1,0.428571428571429,0.526077097505669,4.66666666666667,6.52380952380952,24,8,9,0,0,0,0,10,0.2,0,0,0.161290322580645,0,0.0952380952380952,0,10,1,4,5.28571428571429,4.47619047619048,9,0,0.268333333333333,0.428571428571429,0.889606214280166,0.244497658347942,0.866748422738373,0.120326847907247,0.181255744454555,0.0592260666844456
"1173",0,1,0,0.428571428571429,0,0.27891156462585,0.428571428571429,0.476190476190476,0.526077097505669,5,6.47619047619048,22,8,9,0,0,1,0,10,0.2,0,0.0488102687886581,0.169381107491857,1,0.141287284144427,0,10,4,4,4.76190476190476,4.52380952380952,9,0,0.277519379844961,0.428571428571429,0.371377340558296,0.136970168271719,0.369467237641901,0.169448344033733,0.0668073057082799,0.0563215824420145
"1174",0,1,0,0.380952380952381,0,0.27891156462585,0.80952380952381,0.476190476190476,0.528344671201814,4.28571428571429,6.33333333333333,22,8,9,0,0,1,0,10,0.25531914893617,1,0.157894736842105,0.169381107491857,0,0.12,0,10,1,4,3.85714285714286,4.23809523809524,9,0,0.298245614035088,0.428571428571429,0.794264195434665,0.111462540504874,0.820716496516881,0.0918486144341228,0.0928060681146693,0.0816847114422182
"1175",0,0,1,0.380952380952381,0.428571428571429,0.276643990929705,0.238095238095238,0.476190476190476,0.528344671201814,6.19047619047619,6.52380952380952,27,8,9,0,0,1,0,10,0.2,0,0.144180916399456,0.169381107491857,1,0.141287284144427,0,10,3,4,4.52380952380952,4.52380952380952,9,0,0.277519379844961,0.428571428571429,0.184838223961472,0.518429975242044,0.18807583307708,0.606733515852117,0.155106039761934,0.188903259899312
"1176",0,0,1,0.333333333333333,0.571428571428571,0.27891156462585,0.428571428571429,0.523809523809524,0.530612244897959,7.47619047619048,6.57142857142857,28,8,9,0,0,1,0,10,0.28,1,0.0632911392405063,0.169381107491857,0,0.12,0,10,1,4,5.71428571428571,4.57142857142857,9,0,0.268333333333333,0.428571428571429,0.418750036111423,0.630460687818054,0.368431284957114,0.638181613716052,0.258587292571269,0.263525278107314
"1177",0,0,1,0.333333333333333,0.285714285714286,0.276643990929705,0.380952380952381,0.476190476190476,0.528344671201814,5.38095238095238,6.80952380952381,34,8,9,0,1,0,0,10,0.166666666666667,0,0,0.0909090909090909,1,0.141287284144427,0,10,2,4,4.42857142857143,4.57142857142857,9,0,0.277519379844961,0.428571428571429,0.31551071732322,0.29446473824353,0.277751600324644,0.29366792002415,0.108396922004863,0.0588284857463498
"1178",0,1,0,0.380952380952381,0.238095238095238,0.281179138321995,0.952380952380952,0.476190476190476,0.526077097505669,6,6.61904761904762,27,8,9,0,0,1,0,10,0.333333333333333,1,0,0.169381107491857,0,0.12,0,10,5,4,5.14285714285714,4.33333333333333,9,0,0.23943661971831,0.428571428571429,0.888597892870365,0.288086888870262,0.857544944039327,0.244387468648643,0.208401754226644,0.166173588176552
"1179",0,0,0,0.380952380952381,0.285714285714286,0.27891156462585,0.380952380952381,0.523809523809524,0.528344671201814,6,6.47619047619048,24,8,9,0,0,0,0,10,0.28,0,0.19609795161266,0.11864406779661,1,0.08,0,10,3,4,4.71428571428571,4.61904761904762,9,0,0.277519379844961,0.428571428571429,0.366247675178199,0.342828570168007,0.417499199978768,0.467285182944264,0.134489000071186,0.141066598436562
"1180",0,0,1,0.333333333333333,0.333333333333333,0.276643990929705,0.476190476190476,0.476190476190476,0.530612244897959,6.57142857142857,6.47619047619048,28,8,9,0,0,1,0,10,0.333333333333333,0,0.157894736842105,0.169381107491857,0,0.180327868852459,0,10,7,4,4.95238095238095,4.52380952380952,9,0,0.268333333333333,0.428571428571429,0.421288243405391,0.346155085041737,0.464651649928664,0.589307909953885,0.137838595207304,0.23666647394673
"1181",1,1,1,0.333333333333333,0.238095238095238,0.27891156462585,0.19047619047619,0.476190476190476,0.528344671201814,5.23809523809524,6.47619047619048,28,8,9,0,1,0,0,10,0.166666666666667,0,0.0632911392405063,0.0909090909090909,0,0.08,0,10,3,4,4.90476190476191,4.23809523809524,9,0,0.268333333333333,0.428571428571429,0.150206533933091,0.244504470335807,0.148966910893098,0.243815136139886,0.0728869397757609,0.0283270349794822
"1182",0,1,0,0.380952380952381,0.0476190476190476,0.27891156462585,0.952380952380952,0.428571428571429,0.526077097505669,5.33333333333333,6.52380952380952,21,8,9,0,1,0,0,10,0.28,0,0,0.0909090909090909,0,0.141287284144427,0,10,1,4,4.42857142857143,4.33333333333333,9,0,0.268333333333333,0.428571428571429,0.864136974528237,0.137245171487609,0.838986972125155,0.166503005597937,0.116302409266947,0.0522327363439413
"1183",0,1,0,0.380952380952381,0.333333333333333,0.27891156462585,0.571428571428571,0.476190476190476,0.528344671201814,6.33333333333333,6.61904761904762,26,8,9,0,1,0,0,10,0.28,0,0,0.0909090909090909,1,0.141287284144427,0,10,7,4,5.47619047619048,4.28571428571429,9,0,0.277519379844961,0.428571428571429,0.542000000755573,0.398214951579867,0.427035668100139,0.445028695815065,0.174869834775951,0.0823532846579036
"1184",0,0,1,0.380952380952381,0.571428571428571,0.276643990929705,0.333333333333333,0.523809523809524,0.528344671201814,6.42857142857143,6.47619047619048,25,8,9,0,0,1,0,10,0.25531914893617,0,0,0.169381107491857,1,0.141287284144427,0,10,1,4,5.57142857142857,4.61904761904762,9,0,0.277519379844961,0.428571428571429,0.313288738429246,0.686859691292839,0.224706873250629,0.650513693140724,0.265696730178389,0.151588815406632
"1185",0,0,0,0.380952380952381,0,0.27891156462585,0.333333333333333,0.476190476190476,0.530612244897959,5.04761904761905,6.57142857142857,32,8,9,0,0,1,0,10,0.333333333333333,0,0,0.169381107491857,1,0.141287284144427,0,10,1,4,4.61904761904762,4.38095238095238,9,0,0.277519379844961,0.428571428571429,0.263673538202727,0.111462540504874,0.325547065114274,0.275440053629733,0.050702381550056,0.0774616610539518
"1186",0,0,1,0.333333333333333,0.571428571428571,0.27891156462585,0.333333333333333,0.523809523809524,0.530612244897959,6.52380952380952,6.42857142857143,25,8,9,0,0,0,0,10,0.28,0,0,0.11864406779661,1,0.141287284144427,0,10,7,4,5.28571428571429,4.47619047619048,9,0,0.277519379844961,0.428571428571429,0.309851395813574,0.630460687818054,0.183427483275663,0.558492470074919,0.234660989949552,0.100628387267264
"1187",0,1,0,0.428571428571429,0.285714285714286,0.27891156462585,0.428571428571429,0.476190476190476,0.526077097505669,5.42857142857143,6.52380952380952,25,8,9,0,0,0,0,10,0.2,0,0,0.11864406779661,1,0.141287284144427,0,10,2,4,5.42857142857143,4.66666666666667,9,0,0.277519379844961,0.428571428571429,0.371377340558296,0.397634085188612,0.305958053037735,0.288401921492184,0.149828294430781,0.0580521988521451
"1188",0,0,0,0.380952380952381,0.238095238095238,0.27891156462585,0.666666666666667,0.523809523809524,0.528344671201814,4.80952380952381,6.61904761904762,27,8,9,0,0,0,0,10,0.166666666666667,0,0.119369428147289,0.0357142857142857,1,0.141287284144427,0,10,2,4,5,4.61904761904762,9,0,0.277519379844961,0.428571428571429,0.705371487982366,0.291449733758811,0.705954073642727,0.138640275770173,0.164465055041699,0.054646068963541
"1189",0,0,0,0.142857142857143,0.333333333333333,0.27891156462585,0.19047619047619,0.571428571428571,0.528344671201814,5.52380952380952,7.47619047619048,29,8,9,0,1,0,0,0,0.166666666666667,0,0,0.0909090909090909,1,0.141287284144427,0,10,8,4,5.28571428571429,4.61904761904762,10,0,0.277519379844961,0.428571428571429,0.219623059267107,0.169676030933595,0.204359868885529,0.145317629310031,0.0665755740870598,0.0257477414735459
"1190",0,1,0,0.142857142857143,0.428571428571429,0.27891156462585,0.904761904761905,0.476190476190476,0.526077097505669,7,7.47619047619048,23,8,9,0,0,1,0,0,0.28,0,0,0.169381107491857,0,0.180327868852459,0,10,1,4,5.23809523809524,4.42857142857143,10,0,0.268333333333333,0.428571428571429,0.862935882322364,0.247439964875755,0.850046154737923,0.289644648018732,0.173510385399923,0.157241579758258
"1191",0,1,0,0.142857142857143,0.142857142857143,0.27891156462585,0.857142857142857,0.476190476190476,0.528344671201814,5.90476190476191,7.38095238095238,27,8,9,0,0,1,0,0,0.28,1,0,0.169381107491857,0,0.12,0,10,1,4,6,4.23809523809524,10,0,0.268333333333333,0.428571428571429,0.830241512213703,0.073211353435692,0.873596603494169,0.0614837210305973,0.073511163573968,0.0687768724313229
"1192",0,0,0,0.142857142857143,0.380952380952381,0.27891156462585,0.238095238095238,0.523809523809524,0.530612244897959,5.85714285714286,7.66666666666667,27,8,9,0,0,1,0,0,0.166666666666667,0,0.0632911392405063,0.169381107491857,0,0.141287284144427,0,10,1,4,4.90476190476191,4.38095238095238,10,0,0.298245614035088,0.428571428571429,0.218624217588674,0.205840050014183,0.291839948774246,0.222775652331275,0.0738779335348203,0.0652829767306524
"1193",0,1,0,0.142857142857143,0.0952380952380952,0.27891156462585,1,0.523809523809524,0.528344671201814,4.61904761904762,7.52380952380952,24,8,9,0,0,0,0,0,0.2,0,0,0.161290322580645,0,0.0488102687886581,0,10,1,4,4.85714285714286,4.33333333333333,10,0,0.268333333333333,0.428571428571429,0.925772535443866,0.0586365769733789,0.932245520681949,0.0308767204778237,0.0837521665591834,0.0335898760564491
"1194",0,1,0,0.142857142857143,0,0.281179138321995,0.428571428571429,0.523809523809524,0.528344671201814,5,7.42857142857143,22,8,9,0,0,1,0,0,0.2,0,0,0.169381107491857,1,0.141287284144427,0,10,4,4,4.85714285714286,4.33333333333333,10,0,0.277519379844961,0.428571428571429,0.421719390576231,0.0367034389733957,0.479016538078011,0.0458109886343608,0.0300746073079542,0.0265407018756122
"1195",0,1,0,0.142857142857143,0,0.281179138321995,0.80952380952381,0.476190476190476,0.526077097505669,4.14285714285714,7.42857142857143,22,8,9,0,0,1,0,0,0.25531914893617,1,0.157894736842105,0.169381107491857,0,0.12,0,10,1,4,3.85714285714286,4.33333333333333,10,0,0.298245614035088,0.428571428571429,0.796863122394464,0.0367034389733957,0.887493370445135,0.0300996643537658,0.0452116356906419,0.0488033991797524
"1196",0,0,0,0.142857142857143,0.523809523809524,0.27891156462585,0.238095238095238,0.523809523809524,0.528344671201814,6.09523809523809,7.66666666666667,27,8,9,0,0,1,0,0,0.2,0,0.100264589157563,0.169381107491857,1,0.141287284144427,0,10,3,4,4.47619047619048,4.42857142857143,10,0,0.277519379844961,0.428571428571429,0.22137315712333,0.346173940072661,0.272510529805353,0.383270189437769,0.111818565972617,0.120912621935768
"1197",0,0,0,0.19047619047619,0.571428571428571,0.27891156462585,0.476190476190476,0.571428571428571,0.528344671201814,7.42857142857143,7.66666666666667,28,8,9,0,0,1,0,0,0.28,1,0.0632911392405063,0.169381107491857,0,0.12,0,10,1,4,5.57142857142857,4.76190476190476,10,0,0.268333333333333,0.428571428571429,0.537686362318041,0.459594139559641,0.581597525443063,0.474416518108194,0.206193227183359,0.23237680467019
"1198",0,0,1,0.0952380952380952,0.285714285714286,0.27891156462585,0.333333333333333,0.523809523809524,0.528344671201814,5.38095238095238,7.61904761904762,34,8,9,0,1,0,0,0,0.166666666666667,0,0,0.0909090909090909,1,0.141287284144427,0,10,2,4,4.47619047619048,4.52380952380952,10,0,0.277519379844961,0.428571428571429,0.313288738429247,0.111964336083043,0.348655080197029,0.11502639739549,0.0547312048447964,0.0348258187603895
"1199",0,1,0,0.142857142857143,0.285714285714286,0.27891156462585,0.952380952380952,0.476190476190476,0.528344671201814,5.90476190476191,7.57142857142857,27,8,9,0,0,1,0,0,0.333333333333333,1,0,0.169381107491857,0,0.12,0,10,5,4,5,4.52380952380952,10,0,0.23943661971831,0.428571428571429,0.887004453184132,0.138765428795225,0.897971637363708,0.110072453821357,0.124199802234293,0.110912087695926
"1200",0,1,0,0.142857142857143,0.285714285714286,0.27891156462585,0.333333333333333,0.523809523809524,0.528344671201814,5.71428571428571,7.52380952380952,24,8,9,0,0,0,0,0,0.28,0,0.183503419072274,0.11864406779661,1,0.08,0,10,3,4,4.80952380952381,4.38095238095238,10,0,0.277519379844961,0.428571428571429,0.31204898712316,0.138765428795225,0.471788847711708,0.202416845213054,0.0632529459503898,0.0753708191178373
"1201",0,1,0,0.142857142857143,0.428571428571429,0.27891156462585,0.380952380952381,0.523809523809524,0.526077097505669,6.33333333333333,7.61904761904762,28,8,9,0,0,1,0,0,0.247435829652697,0,0.157894736842105,0.169381107491857,0,0.180327868852459,0,10,7,4,4.76190476190476,4.23809523809524,10,0,0.268333333333333,0.428571428571429,0.368886597397213,0.247439964875755,0.465009241464458,0.363094932969585,0.102019670680123,0.158539503766103
"1202",0,1,0,0.142857142857143,0.285714285714286,0.27891156462585,0.19047619047619,0.523809523809524,0.528344671201814,5.28571428571429,7.57142857142857,28,8,9,0,1,0,0,0,0.166666666666667,0,0.0632911392405063,0.0909090909090909,0,0.08,0,10,3,4,4.76190476190476,4.28571428571429,10,0,0.268333333333333,0.428571428571429,0.1816049380735,0.138765428795225,0.235715316165648,0.14394730426395,0.0527308321199194,0.0267402705865867
"1203",0,1,0,0.142857142857143,0.0476190476190476,0.281179138321995,0.952380952380952,0.476190476190476,0.526077097505669,5.09523809523809,7.61904761904762,21,8,9,0,1,0,0,0,0.28,0,0,0.0909090909090909,0,0.141287284144427,0,10,1,4,4.38095238095238,4.42857142857143,10,0,0.268333333333333,0.428571428571429,0.888597892870365,0.0460944335398865,0.910212468036553,0.0542469810170703,0.0626165606732392,0.0306881665095213
"1204",0,0,0,0.142857142857143,0.380952380952381,0.27891156462585,0.666666666666667,0.571428571428571,0.530612244897959,6.23809523809524,7.52380952380952,26,8,9,0,1,0,0,0,0.28,0,0,0.0909090909090909,1,0.141287284144427,0,10,7,4,5.33333333333333,4.61904761904762,10,0,0.277519379844961,0.428571428571429,0.747191562385376,0.205840050014183,0.705665091368352,0.208880009219723,0.135759772742858,0.0600223029641316
"1205",0,0,1,0.142857142857143,0.523809523809524,0.27891156462585,0.285714285714286,0.571428571428571,0.530612244897959,6.28571428571429,7.57142857142857,25,8,9,0,0,1,0,0,0.25531914893617,0,0,0.169381107491857,1,0.141287284144427,0,10,1,4,5.19047619047619,4.61904761904762,10,0,0.277519379844961,0.428571428571429,0.307678464907053,0.344150099406673,0.30967291695949,0.339638444723853,0.128370401394956,0.0925044320248316
"1206",0,0,0,0.142857142857143,0,0.27891156462585,0.333333333333333,0.523809523809524,0.530612244897959,5.14285714285714,7.52380952380952,32,8,9,0,0,1,0,0,0.333333333333333,0,0,0.169381107491857,1,0.141287284144427,0,10,1,4,4.52380952380952,4.52380952380952,10,0,0.277519379844961,0.428571428571429,0.309851395813574,0.0372839343604741,0.466148007361848,0.116093710183785,0.0265583582426174,0.0527938241067045
"1207",0,0,1,0.0952380952380952,0.523809523809524,0.276643990929705,0.380952380952381,0.523809523809524,0.530612244897959,6.38095238095238,7.61904761904762,25,8,9,0,0,0,0,0,0.28,0,0,0.11864406779661,1,0.141287284144427,0,10,7,4,5.14285714285714,4.61904761904762,10,0,0.277519379844961,0.428571428571429,0.362534591224628,0.296298720046286,0.34146205702099,0.252674862333654,0.115885686407892,0.0635406567125606
