"","X","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met","goalMeetNew","goalFunNight","goalOther","goalGetDate","goalSeriousRel","goalSayDid","date7","date5","date3","date4","date6","date1","date2","raceAsian","raceWhite","rateOther","raceLatino","raceBlack","go_out1","go_out4","go_out2","go_out3","go_out7","go_out5","go_out6","fieldLaw","fieldMath","fieldPoliSci","fieldBusiness","fieldEngin","fieldAcademia","fieldSocialSci","fieldSocialWork","fieldUndecided","fieldMedicine","fieldHistReligPhil","fieldEnglish","fieldScience","fieldFilm","fieldLanguages","fieldArts","fieldArch","fieldOther","careerCreative","careerLaw","careerInternational","careerAcademic","careerFinance","careerUndecided","careerEngineer","careerPsychology","careerMedicine","careerSports","careerSocialWork","careerRealEstate","careerOther","careerSpeech","careerArch","careerPolitics","careerJourn","activityAvg","sportsActAdj","tvsportsActAdj","exerciseActAdj","diningActAdj","museumsActAdj","artActAdj","hikingActAdj","gamingActAdj","clubbingActAdj","readingActAdj","tvActAdj","theaterActAdj","moviesActAdj","concertsActAdj","musicActAdj","shoppingActAdj","yogaActAdj","raterDecSum","decSum","attrRatingAvg","sincRatingAvg","intelRatingAvg","funRatingAvg","ambRatingAvg","sharRatingAvg","likeRatingAvg","decAvg","raterDecAvg","attrRatingGuess","sincRatingGuess","intelRatingGuess","funRatingGuess","ambRatingGuess","sharRatingGuess","likeRatingGuess"
"2526",3356,231,18,1,9,2,8,201,0,0,30,13,25,3,1,1,46,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,0,6,6,6,5,7,8,5,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47058823529412,-1.47058823529412,-4.47058823529412,0.529411764705882,2.52941176470588,2.52941176470588,-0.470588235294118,1.52941176470588,-5.47058823529412,2.52941176470588,2.52941176470588,-5.47058823529412,1.52941176470588,2.52941176470588,2.52941176470588,3.52941176470588,-5.47058823529412,0.529411764705882,8,7,6.63157894736842,7.36842105263158,7.42105263157895,6.52631578947368,6.42105263157895,5.52631578947368,6.26315789473684,0.368421052631579,0.421052631578947,6.6773404579222,6.84704102653066,7.27349629106369,6.2404027781627,6.42787474629518,5.89800436355337,5.99317004979018
"2527",3376,232,19,1,9,17,8,201,0,1,31,13,25,2,4,7,45,2,5,4,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,0,6,6,7,6,6,4,6,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-1.41176470588235,-1.41176470588235,2.58823529411765,1.58823529411765,0.588235294117647,1.58823529411765,2.58823529411765,-3.41176470588235,1.58823529411765,0.588235294117647,-2.41176470588235,-0.411764705882353,1.58823529411765,0.588235294117647,0.588235294117647,-3.41176470588235,-1.41176470588235,14,7,6.63157894736842,7.36842105263158,7.36842105263158,6.47368421052632,6.47368421052632,5.73684210526316,6.21052631578947,0.368421052631579,0.736842105263158,6.92189257043673,7.90696761978698,7.68843124937787,7.12593389855514,6.98560870175642,6.29854994553444,6.37484257985165
"2528",3396,233,20,1,9,19,8,201,0,0,29,13,25,4,1,1,42,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,14,20,18,16,14,18,1,7,8,8,8,8,6,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.47058823529412,1.52941176470588,0.529411764705882,-0.470588235294118,1.52941176470588,-0.470588235294118,-0.470588235294118,-1.47058823529412,0.529411764705882,-0.470588235294118,-3.47058823529412,1.52941176470588,-0.470588235294118,1.52941176470588,1.52941176470588,1.52941176470588,-0.470588235294118,-2.47058823529412,18,7,6.57894736842105,7.26315789473684,7.31578947368421,6.36842105263158,6.36842105263158,5.63157894736842,6.15789473684211,0.315789473684211,0.894736842105263,7.46779961987303,7.94924054283463,7.71704248889141,7.4854597132423,7.58942725667233,6.00407693531854,7.09237363662008
"2529",3017,214,1,1,9,8,9,202,0,1,23,10,25,2,6,8,46,1,6,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,17.02,21.28,17.02,21.28,14.89,8.51,1,9,8,9,9,9,6,9,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,3.23529411764706,-2.76470588235294,4.23529411764706,2.23529411764706,0.235294117647059,1.23529411764706,1.23529411764706,-1.76470588235294,1.23529411764706,-2.76470588235294,-4.76470588235294,3.23529411764706,0.235294117647059,-1.76470588235294,0.235294117647059,1.23529411764706,-4.76470588235294,15,11,5.57894736842105,6.89473684210526,7.57894736842105,5.89473684210526,6.36842105263158,4.94736842105263,5.47368421052632,0.526315789473684,0.736842105263158,7.06700830612199,7.53305376627813,8.28332661390328,6.68747339868062,7.57162909986304,5.02634929535163,6.58253320893383
"2530",3037,215,2,1,9,10,9,202,0,0,26,8,25,4,3,1,53,1,4,1,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,14.89,19.15,21.28,19.15,14.89,10.64,0,3,7,7,5,5,4,4,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,3,0,-2,-4,1,0,3,-1,-4,3,-4,1,3,-4,10,11,5.89473684210526,6.94736842105263,7.68421052631579,6.10526315789474,6.57894736842105,5.05263157894737,5.73684210526316,0.578947368421053,0.526315789473684,5.18493963143091,7.37872104939727,7.17580217015414,5.39770807048441,6.17287913126662,4.67573432462524,4.96545312627681
"2531",3057,216,3,1,9,17,9,202,0,1,27,8,25,2,7,1,55,2,5,3,7,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,7.5,17.5,20,22.5,12.5,20,1,9,9,9,9,9,9,8,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.64705882352941,-2.64705882352941,-3.64705882352941,-2.64705882352941,2.35294117647059,2.35294117647059,0.352941176470588,-1.64705882352941,0.352941176470588,-3.64705882352941,8.35294117647059,1.35294117647059,1.35294117647059,2.35294117647059,1.35294117647059,0.352941176470588,-2.64705882352941,-3.64705882352941,15,11,5.57894736842105,6.84210526315789,7.57894736842105,5.89473684210526,6.36842105263158,4.78947368421053,5.52631578947368,0.526315789473684,0.736842105263158,6.60105198883192,8.00190246207341,8.95459966366983,7.42064690922188,7.59799425170861,5.78503409954331,6.34998407224662
"2532",3077,217,4,1,9,3,9,202,1,1,26,10,25,2,8,1,64,5,4,2,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,21.28,17.02,21.28,12.77,6.38,21.28,1,5,7,9,6,8,7,6,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05882352941176,-5.05882352941176,-4.05882352941176,1.94117647058824,0.941176470588236,1.94117647058824,1.94117647058824,3.94117647058824,-5.05882352941176,-4.05882352941176,3.94117647058824,-2.05882352941176,1.94117647058824,-0.0588235294117645,3.94117647058824,3.94117647058824,-5.05882352941176,0.941176470588236,11,11,5.78947368421053,6.94736842105263,7.57894736842105,6.05263157894737,6.42105263157895,4.89473684210526,5.63157894736842,0.526315789473684,0.526315789473684,4.88936621260093,6.89568147250481,7.96975527402834,5.37421724063671,6.11907540915959,4.85781761135222,5.65045520832962
"2533",3097,218,5,1,9,14,9,202,0,1,24,10,25,2,9,5,42,1,4,2,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,20.51,5.13,23.08,12.82,17.95,20.51,1,6,6,8,5,5,6,5,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94117647058824,3.05882352941176,-2.94117647058824,-0.941176470588236,1.05882352941176,3.05882352941176,4.05882352941176,1.05882352941176,-2.94117647058824,1.05882352941176,-0.941176470588236,-4.94117647058824,-0.941176470588236,1.05882352941176,2.05882352941176,2.05882352941176,0.0588235294117645,-4.94117647058824,10,11,5.73684210526316,7,7.63157894736842,6.10526315789474,6.57894736842105,4.94736842105263,5.68421052631579,0.526315789473684,0.473684210526316,4.33244500402076,5.66476908109819,6.35369590587189,5.28765347663831,5.77219916889117,3.87292861893262,4.27643705416775
"2534",3117,219,6,1,9,11,9,202,0,1,26,8,25,2,1,1,42,1,3,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,16.28,16.28,18.6,16.28,16.28,16.28,0,4,7,7,5,5,5,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.05882352941176,1.94117647058824,-4.05882352941176,0.941176470588236,0.941176470588236,0.941176470588236,1.94117647058824,-3.05882352941176,-3.05882352941176,-0.0588235294117645,0.941176470588236,-4.05882352941176,-0.0588235294117645,0.941176470588236,0.941176470588236,3.94117647058824,-3.05882352941176,3.94117647058824,13,11,5.84210526315789,6.94736842105263,7.68421052631579,6.10526315789474,6.57894736842105,5,5.63157894736842,0.578947368421053,0.684210526315789,5.49871292764465,6.83510545307614,7.59458562632436,5.86373185237495,5.64258932977372,5.43317979277429,5.79654355690318
"2535",3137,220,7,1,9,19,9,202,0,0,25,13,25,6,1,1,42,1,5,2,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,16.67,16.67,16.67,16.67,14.81,18.52,1,8,8,8,8,8,8,8,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17647058823529,1.82352941176471,1.82352941176471,-2.17647058823529,2.82352941176471,1.82352941176471,2.82352941176471,2.82352941176471,-1.17647058823529,0.823529411764706,2.82352941176471,-5.17647058823529,-2.17647058823529,-2.17647058823529,-2.17647058823529,1.82352941176471,-2.17647058823529,-2.17647058823529,15,11,5.63157894736842,6.89473684210526,7.63157894736842,5.94736842105263,6.42105263157895,4.84210526315789,5.52631578947368,0.526315789473684,0.736842105263158,7.34704637602196,8.62437139858017,8.96980251325698,8.07914256742404,8.60382386518498,7.02683104744575,7.34249191127427
"2536",3157,221,8,1,9,6,9,202,0,0,27,8,25,4,6,1,42,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,15.56,17.78,17.78,17.78,17.78,13.33,1,8,8,8,7,7,3,8,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.17647058823529,-0.176470588235294,0.823529411764706,-2.17647058823529,1.82352941176471,0.823529411764706,-2.17647058823529,-1.17647058823529,-2.17647058823529,1.82352941176471,2.82352941176471,1.82352941176471,2.82352941176471,2.82352941176471,-1.17647058823529,-1.17647058823529,-1.17647058823529,-4.17647058823529,17,11,5.63157894736842,6.89473684210526,7.63157894736842,6,6.47368421052632,5.10526315789474,5.52631578947368,0.526315789473684,0.842105263157895,4.87084665901403,6.33092271857992,7.47435129600128,6.05167920852068,6.67250867351197,3.83265824481006,5.40155131661948
"2537",3177,222,9,1,9,1,9,202,0,1,27,2,25,2,8,3,42,2,6,3,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,3,9.52,19.05,23.81,19.05,4.76,23.81,1,6,4,7,7,8,2,6,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,-1.23529411764706,-5.23529411764706,-0.235294117647059,1.76470588235294,3.76470588235294,2.76470588235294,-0.235294117647059,-2.23529411764706,0.764705882352941,2.76470588235294,-5.23529411764706,2.76470588235294,2.76470588235294,3.76470588235294,1.76470588235294,-3.23529411764706,-5.23529411764706,12,11,5.73684210526316,7.10526315789474,7.68421052631579,6,6.42105263157895,5.15789473684211,5.63157894736842,0.526315789473684,0.578947368421053,6.12022069055616,5.5804742670933,6.90737709491544,5.6385665853808,5.52870166391449,3.8639849879704,5.39365835078482
"2538",3197,223,10,1,9,15,9,202,0,1,28,7,25,2,6,6,27,2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,17.39,17.39,19.57,19.57,10.87,15.22,1,6,7,7,7,7,6,5,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,1.35294117647059,0.352941176470588,-0.647058823529412,-0.647058823529412,1.35294117647059,0.352941176470588,-0.647058823529412,0.352941176470588,1.35294117647059,2.35294117647059,-0.647058823529412,-1.64705882352941,3.35294117647059,-0.647058823529412,0.352941176470588,-1.64705882352941,-4.64705882352941,16,11,5.73684210526316,6.94736842105263,7.68421052631579,6,6.47368421052632,4.94736842105263,5.68421052631579,0.526315789473684,0.789473684210526,7.27063114026359,7.85879232621839,8.03963133234031,6.04483478792017,7.04317779812342,4.89067734441543,6.00089234481605
"2539",3217,224,11,1,9,13,9,202,0,1,32,3,25,2,1,3,42,6,7,4,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,5,17.24,17.24,17.24,17.24,13.79,17.24,1,7,6,7,7,7,7,7,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.47058823529412,0.529411764705882,-1.47058823529412,-1.47058823529412,1.52941176470588,-0.470588235294118,-0.470588235294118,-0.470588235294118,0.529411764705882,2.52941176470588,4.52941176470588,-4.47058823529412,2.52941176470588,3.52941176470588,-3.47058823529412,-1.47058823529412,-4.47058823529412,2.52941176470588,10,11,5.68421052631579,7,7.68421052631579,6,6.47368421052632,4.89473684210526,5.57894736842105,0.526315789473684,0.473684210526316,5.50562039295524,6.35343913016477,7.20147019950941,5.35146743191008,5.7636751027449,4.82883983359967,5.30776564430577
"2540",3237,225,12,1,9,18,9,202,0,0,28,8,25,3,4,9,42,1,7,2,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,4,14.71,14.71,14.71,14.71,20.59,20.59,0,4,6,7,2,5,3,4,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.17647058823529,2.82352941176471,0.823529411764706,-4.17647058823529,0.823529411764706,0.823529411764706,0.823529411764706,-0.176470588235294,-4.17647058823529,1.82352941176471,0.823529411764706,0.823529411764706,1.82352941176471,-0.176470588235294,1.82352941176471,1.82352941176471,-5.17647058823529,-1.17647058823529,11,11,5.84210526315789,7,7.68421052631579,6.26315789473684,6.57894736842105,5.10526315789474,5.73684210526316,0.578947368421053,0.578947368421053,5.45913102438571,6.57065877679441,7.2532328515113,5.85728264569592,6.27562711772469,5.41893809637798,5.75988074824088
"2541",3257,226,13,1,9,12,9,202,0,1,23,8,25,2,1,3,22,2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,25.64,17.95,15.38,20.51,10.26,10.26,0,4,7,8,6,5,4,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,4.17647058823529,1.17647058823529,2.17647058823529,0.176470588235294,1.17647058823529,1.17647058823529,-2.82352941176471,-3.82352941176471,2.17647058823529,-1.82352941176471,-0.823529411764706,0.176470588235294,1.17647058823529,-1.82352941176471,3.17647058823529,-3.82352941176471,-1.82352941176471,5,11,5.84210526315789,6.94736842105263,7.63157894736842,6.05263157894737,6.57894736842105,5.05263157894737,5.68421052631579,0.578947368421053,0.263157894736842,5.14041884620022,7.12142985819051,7.70324494830647,5.95131765534919,6.74475953345458,4.98956279049213,5.74225914207723
"2542",3277,227,14,1,9,9,9,202,0,1,26,8,25,2,7,7,56,2,6,3,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,0,4,6,7,4,5,4,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,0.352941176470588,0.352941176470588,0.352941176470588,3.35294117647059,2.35294117647059,0.352941176470588,-4.64705882352941,-0.647058823529412,-1.64705882352941,3.35294117647059,1.35294117647059,1.35294117647059,2.35294117647059,-1.64705882352941,0.352941176470588,-1.64705882352941,-5.64705882352941,7,11,5.84210526315789,7,7.68421052631579,6.15789473684211,6.57894736842105,5.05263157894737,5.78947368421053,0.578947368421053,0.368421052631579,4.94104482104831,6.73380865983424,7.64956654011283,6.05709102753379,6.45511111955141,4.71489318841664,4.7967662931268
"2543",3297,228,15,1,9,4,9,202,0,0,24,10,25,4,1,4,42,3,7,3,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,7,13.51,18.92,21.62,13.51,13.51,18.92,0,4,8,7,6,7,5,4,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29411764705882,-2.29411764705882,-4.29411764705882,-3.29411764705882,2.70588235294118,-1.29411764705882,-0.294117647058823,2.70588235294118,-1.29411764705882,0.705882352941177,3.70588235294118,-3.29411764705882,-1.29411764705882,1.70588235294118,2.70588235294118,3.70588235294118,-3.29411764705882,2.70588235294118,13,11,5.84210526315789,6.89473684210526,7.68421052631579,6.05263157894737,6.47368421052632,5,5.73684210526316,0.578947368421053,0.684210526315789,5.53700903108701,6.31828681678224,7.04991838445519,5.27791861539699,6.28887788068159,4.85902811548489,5.47887284482234
"2544",3317,229,16,1,9,7,9,202,0,1,28,10,25,2,7,1,30,1,6,3,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,0,2,8,9,4,3,2,4,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.05882352941176,3.94117647058824,0.941176470588236,2.94117647058824,2.94117647058824,-3.05882352941176,-3.05882352941176,0.941176470588236,-1.05882352941176,-1.05882352941176,3.94117647058824,0.941176470588236,-3.05882352941176,0.941176470588236,-2.05882352941176,1.94117647058824,-3.05882352941176,-3.05882352941176,6,11,5.94736842105263,6.89473684210526,7.57894736842105,6.15789473684211,6.68421052631579,5.15789473684211,5.73684210526316,0.578947368421053,0.315789473684211,4.76479297005487,6.83839230859133,7.53476298466348,4.47436161449314,4.96273888277271,3.49410672102547,4.44015814705631
"2545",3337,230,17,1,9,16,9,202,0,1,42,13,25,2,5,1,39,2,7,3,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,0,7,6,7,5,5,3,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.35294117647059,-5.35294117647059,-5.35294117647059,-4.35294117647059,-5.35294117647059,3.64705882352941,3.64705882352941,3.64705882352941,-5.35294117647059,-5.35294117647059,3.64705882352941,3.64705882352941,3.64705882352941,3.64705882352941,-1.35294117647059,3.64705882352941,3.64705882352941,-0.352941176470588,15,11,5.68421052631579,7,7.68421052631579,6.10526315789474,6.57894736842105,5.10526315789474,5.78947368421053,0.578947368421053,0.789473684210526,6.24685604424026,7.29557266385277,7.83779798848527,6.33673246038682,5.6921852824871,5.51491660339008,6.08322970355979
"2546",3357,231,18,1,9,5,9,202,0,0,30,13,25,3,1,1,46,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,0,6,6,7,4,6,4,5,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47058823529412,-1.47058823529412,-4.47058823529412,0.529411764705882,2.52941176470588,2.52941176470588,-0.470588235294118,1.52941176470588,-5.47058823529412,2.52941176470588,2.52941176470588,-5.47058823529412,1.52941176470588,2.52941176470588,2.52941176470588,3.52941176470588,-5.47058823529412,0.529411764705882,8,11,5.73684210526316,7,7.68421052631579,6.15789473684211,6.52631578947368,5.05263157894737,5.68421052631579,0.578947368421053,0.421052631578947,5.80583943174606,6.50324862655957,7.37927799858673,5.65082373884128,6.66676558009714,5.55950450827836,5.34055318608473
"2547",3377,232,19,1,9,20,9,202,0,1,31,13,25,2,4,7,45,2,5,4,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,1,6,7,7,7,7,6,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-1.41176470588235,-1.41176470588235,2.58823529411765,1.58823529411765,0.588235294117647,1.58823529411765,2.58823529411765,-3.41176470588235,1.58823529411765,0.588235294117647,-2.41176470588235,-0.411764705882353,1.58823529411765,0.588235294117647,0.588235294117647,-3.41176470588235,-1.41176470588235,14,11,5.73684210526316,6.94736842105263,7.68421052631579,6,6.47368421052632,4.94736842105263,5.68421052631579,0.526315789473684,0.684210526315789,6.02339089312035,7.4309576926888,7.8661947134006,6.76124343027086,6.66447697440857,5.1027981607329,5.98350937624144
"2548",3397,233,20,1,9,2,9,202,1,0,29,13,25,4,1,1,42,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,14,20,18,16,14,18,1,7,8,8,8,9,6,8,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.47058823529412,1.52941176470588,0.529411764705882,-0.470588235294118,1.52941176470588,-0.470588235294118,-0.470588235294118,-1.47058823529412,0.529411764705882,-0.470588235294118,-3.47058823529412,1.52941176470588,-0.470588235294118,1.52941176470588,1.52941176470588,1.52941176470588,-0.470588235294118,-2.47058823529412,18,11,5.68421052631579,6.89473684210526,7.63157894736842,5.94736842105263,6.36842105263158,4.94736842105263,5.52631578947368,0.526315789473684,0.894736842105263,6.52624479192399,7.51673410119257,8.22466917092419,7.31212479821658,7.80841132373613,5.36617266519413,6.41634576612943
"2549",3018,214,1,1,9,7,10,203,0,1,23,10,25,2,6,8,46,1,6,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,17.02,21.28,17.02,21.28,14.89,8.51,1,9,8,9,8,7,6,9,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,3.23529411764706,-2.76470588235294,4.23529411764706,2.23529411764706,0.235294117647059,1.23529411764706,1.23529411764706,-1.76470588235294,1.23529411764706,-2.76470588235294,-4.76470588235294,3.23529411764706,0.235294117647059,-1.76470588235294,0.235294117647059,1.23529411764706,-4.76470588235294,15,15,6.84210526315789,7.36842105263158,7.94736842105263,6.31578947368421,6.26315789473684,5.78947368421053,6.68421052631579,0.736842105263158,0.736842105263158,8.48414624782695,8.06100125573723,8.63969578683895,7.14724025491686,7.4346910816171,5.96823979759019,7.83321059900106
"2550",3038,215,2,1,9,9,10,203,0,0,26,8,25,4,3,1,53,1,4,1,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,14.89,19.15,21.28,19.15,14.89,10.64,0,6,8,7,4,5,5,4,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,3,0,-2,-4,1,0,3,-1,-4,3,-4,1,3,-4,10,15,7,7.36842105263158,8.05263157894737,6.52631578947368,6.36842105263158,5.84210526315789,6.94736842105263,0.789473684210526,0.526315789473684,6.25367129008515,7.72153611509393,7.72863925247659,5.9424528482216,5.90150785210183,5.4306084152558,6.1707702487793
