"","X","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met","goalMeetNew","goalFunNight","goalOther","goalGetDate","goalSeriousRel","goalSayDid","date7","date5","date3","date4","date6","date1","date2","raceAsian","raceWhite","rateOther","raceLatino","raceBlack","go_out1","go_out4","go_out2","go_out3","go_out7","go_out5","go_out6","fieldLaw","fieldMath","fieldPoliSci","fieldBusiness","fieldEngin","fieldAcademia","fieldSocialSci","fieldSocialWork","fieldUndecided","fieldMedicine","fieldHistReligPhil","fieldEnglish","fieldScience","fieldFilm","fieldLanguages","fieldArts","fieldArch","fieldOther","careerCreative","careerLaw","careerInternational","careerAcademic","careerFinance","careerUndecided","careerEngineer","careerPsychology","careerMedicine","careerSports","careerSocialWork","careerRealEstate","careerOther","careerSpeech","careerArch","careerPolitics","careerJourn","activityAvg","sportsActAdj","tvsportsActAdj","exerciseActAdj","diningActAdj","museumsActAdj","artActAdj","hikingActAdj","gamingActAdj","clubbingActAdj","readingActAdj","tvActAdj","theaterActAdj","moviesActAdj","concertsActAdj","musicActAdj","shoppingActAdj","yogaActAdj","raterDecSum","decSum","attrRatingAvg","sincRatingAvg","intelRatingAvg","funRatingAvg","ambRatingAvg","sharRatingAvg","likeRatingAvg","decAvg","raterDecAvg","attrRatingGuess","sincRatingGuess","intelRatingGuess","funRatingGuess","ambRatingGuess","sharRatingGuess","likeRatingGuess"
"5273",5175,349,9,0,14,7,7,367,1,1,33,3,18,2,1,7,35,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,1,4,8,7,8,5,8,8,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-4.41176470588235,-3.41176470588235,3.58823529411765,1.58823529411765,0.588235294117647,1.58823529411765,0.588235294117647,-5.41176470588235,-0.411764705882353,0.588235294117647,-2.41176470588235,1.58823529411765,1.58823529411765,1.58823529411765,2.58823529411765,-0.411764705882353,0.588235294117647,10,12,6.63157894736842,7.94736842105263,7.57894736842105,6.94736842105263,7.15789473684211,7.26315789473684,6.89473684210526,0.578947368421053,0.529411764705882,6.62434695289218,10,0,3.2066928851805,0,10,7.63403909864978
"5274",5193,350,10,0,14,3,7,367,0,1,31,10,11,2,9,5,42,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,0,6,9,9,6,8,9,7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.88235294117647,1.11764705882353,-5.88235294117647,2.11764705882353,1.11764705882353,0.117647058823529,0.117647058823529,0.117647058823529,-0.882352941176471,-0.882352941176471,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,-2.88235294117647,-0.882352941176471,5,12,6.52631578947368,7.89473684210526,7.47368421052632,7.05263157894737,7,7.21052631578947,6.94736842105263,0.631578947368421,0.294117647058824,5.8285048456843,2.64831057835276,10,4.64454756589832,10,7.43756619878487,8.03851420587845
"5275",5211,351,11,0,14,11,7,367,0,0,35,9,15,4,1,3,42,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,1,7,7,7,7,7,8,8,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,-1.88235294117647,-4.88235294117647,-1.88235294117647,3.11764705882353,3.11764705882353,3.11764705882353,0.117647058823529,-4.88235294117647,-3.88235294117647,3.11764705882353,-3.88235294117647,3.11764705882353,3.11764705882353,3.11764705882353,3.11764705882353,-1.88235294117647,-1.88235294117647,13,12,6.47368421052632,8,7.57894736842105,7,7.05263157894737,7.26315789473684,6.89473684210526,0.578947368421053,0.705882352941177,5.89402636271726,1.1212792352516,0,6.81785743007409,9.48724421628551,0,7.4127109453758
"5276",5229,352,12,0,14,12,7,367,0,0,29,9,17,6,6,6,42,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,1,7,8,7,7,6,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94117647058824,0.0588235294117645,-2.94117647058824,2.05882352941176,2.05882352941176,2.05882352941176,2.05882352941176,0.0588235294117645,-3.94117647058824,-2.94117647058824,-2.94117647058824,0.0588235294117645,1.05882352941176,1.05882352941176,2.05882352941176,2.05882352941176,-0.941176470588236,-0.941176470588236,13,12,6.47368421052632,7.94736842105263,7.57894736842105,7,7.10526315789474,7.31578947368421,6.94736842105263,0.578947368421053,0.705882352941177,5.15869336456063,0,0,6.12388856686713,0,0,5.11978698491654
"5277",5247,353,13,0,14,13,7,367,0,0,25,9,25,4,7,7,42,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,0,6,7,7,7,7,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,-3.88235294117647,-2.88235294117647,-1.88235294117647,1.11764705882353,2.11764705882353,2.11764705882353,1.11764705882353,1.11764705882353,-1.88235294117647,-0.882352941176471,-2.88235294117647,2.11764705882353,2.11764705882353,1.11764705882353,2.11764705882353,1.11764705882353,-1.88235294117647,12,12,6.52631578947368,8,7.57894736842105,7,7.05263157894737,7.36842105263158,7,0.631578947368421,0.705882352941177,5.96048794939658,10,10,9.35836120333534,8.40492458058999,0,8.03552782980973
"5278",5265,354,14,0,14,17,7,367,0,1,22,3,23,2,9,8,49,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,7,20,10,20,20,20,10,0,2,8,6,4,4,10,5,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.82352941176471,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,0.176470588235294,0.176470588235294,-6.82352941176471,-6.82352941176471,-6.82352941176471,0.176470588235294,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,-1.82352941176471,12,12,6.73684210526316,7.94736842105263,7.63157894736842,7.15789473684211,7.21052631578947,7.15789473684211,7.05263157894737,0.631578947368421,0.705882352941177,6.8234269857821,10,3.47764600067955,6.1127511217976,5.44686911529368,8.49689642534459,6.21486912004509
"5279",5283,355,15,0,14,18,7,367,0,1,24,3,14,2,10,2,42,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,0,7,6,8,6,7,8,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.70588235294118,2.29411764705882,-5.70588235294118,0.294117647058823,1.29411764705882,0.294117647058823,0.294117647058823,0.294117647058823,-5.70588235294118,2.29411764705882,2.29411764705882,-4.70588235294118,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,-4.70588235294118,3,12,6.47368421052632,8.05263157894737,7.52631578947368,7.05263157894737,7.05263157894737,7.26315789473684,7.05263157894737,0.631578947368421,0.176470588235294,6.1002784354564,10,7.05880348398746,6.86023841707176,8.69695480891856,10,5.12994791537729
"5280",5301,356,16,0,14,4,7,367,1,1,27,3,24,2,2,4,31,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,1,5,9,7,6,7,7,8,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.35294117647059,2.64705882352941,1.64705882352941,0.647058823529412,2.64705882352941,0.647058823529412,-2.35294117647059,-0.352941176470588,-6.35294117647059,-2.35294117647059,0.647058823529412,1.64705882352941,0.647058823529412,1.64705882352941,-0.352941176470588,2.64705882352941,-2.35294117647059,-1.35294117647059,1,12,6.57894736842105,7.89473684210526,7.57894736842105,7.05263157894737,7.05263157894737,7.31578947368421,6.89473684210526,0.578947368421053,0,5.98647972460825,10,10,5.92614356880113,9.86178057119323,0,8.22489419874649
"5281",5319,357,17,0,14,6,7,367,0,0,27,9,25,4,10,10,36,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,0,6,6,6,6,6,6,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11764705882353,-5.11764705882353,-1.11764705882353,2.88235294117647,2.88235294117647,2.88235294117647,2.88235294117647,0.882352941176471,-6.11764705882353,-0.117647058823529,2.88235294117647,-1.11764705882353,2.88235294117647,0.882352941176471,-0.117647058823529,-0.117647058823529,0.882352941176471,-6.11764705882353,3,12,6.52631578947368,8.05263157894737,7.63157894736842,7.05263157894737,7.10526315789474,7.36842105263158,7.05263157894737,0.631578947368421,0.176470588235294,5.48754906286063,0,7.44087206463807,7.51632675284071,7.2644272066688,10,6.93954560190274
"5282",5337,358,18,0,14,16,7,367,0,0,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,20,10,25,25,10,10,0,7,8,8,7,7,8,8,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.64705882352941,0.352941176470588,-3.64705882352941,1.35294117647059,4.35294117647059,-1.64705882352941,-0.647058823529412,-3.64705882352941,-1.64705882352941,3.35294117647059,3.35294117647059,0.352941176470588,-0.647058823529412,2.35294117647059,-1.64705882352941,-0.647058823529412,1.35294117647059,-2.64705882352941,3,12,6.47368421052632,7.94736842105263,7.52631578947368,7,7.05263157894737,7.26315789473684,6.89473684210526,0.631578947368421,0.176470588235294,4.89129087438519,10,10,9.52092529935798,5.05249849025344,10,7.63199508656187
"5283",5355,359,19,0,14,14,7,367,0,1,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,1,8,9,7,8,7,8,9,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64705882352941,-2.64705882352941,-3.64705882352941,-3.64705882352941,2.35294117647059,-2.64705882352941,-2.64705882352941,1.35294117647059,3.35294117647059,-3.64705882352941,5.35294117647059,-1.64705882352941,2.35294117647059,3.35294117647059,3.35294117647059,3.35294117647059,-3.64705882352941,-0.647058823529412,6,12,6.42105263157895,7.89473684210526,7.57894736842105,6.94736842105263,7.05263157894737,7.26315789473684,6.84210526315789,0.578947368421053,0.294117647058824,5.27538823673589,10,10,0,4.79822972588859,10,5.8536902807472
"5284",5373,360,20,0,14,1,7,367,0,0,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,20,30,10,10,10,20,1,7,6,6,7,7,6,8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.47058823529412,1.52941176470588,-0.470588235294118,-1.47058823529412,1.52941176470588,-0.470588235294118,0.529411764705882,1.52941176470588,1.52941176470588,-6.47058823529412,-0.470588235294118,-1.47058823529412,-0.470588235294118,-0.470588235294118,2.52941176470588,2.52941176470588,-0.470588235294118,0.529411764705882,10,12,6.47368421052632,8.05263157894737,7.63157894736842,7,7.05263157894737,7.36842105263158,6.89473684210526,0.578947368421053,0.529411764705882,5.53535188025633,10,7.95865687302962,8.61270593256933,7.90375127404131,0,5.99122749288678
"5285",5032,341,1,0,14,3,8,368,1,0,23,13,24,4,3,10,42,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,1,2,8,8,8,7,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.41176470588235,-6.41176470588235,-5.41176470588235,-6.41176470588235,2.58823529411765,1.58823529411765,1.58823529411765,0.588235294117647,-6.41176470588235,-1.41176470588235,2.58823529411765,2.58823529411765,2.58823529411765,2.58823529411765,2.58823529411765,2.58823529411765,1.58823529411765,2.58823529411765,5,11,6.52631578947368,7.73684210526316,7.36842105263158,7.42105263157895,7,6.84210526315789,6.84210526315789,0.526315789473684,0.235294117647059,7.63294162682546,4.01900063814999,0,4.94434616838917,10,10,6.80907340631893
"5286",5050,342,2,0,14,18,8,368,0,0,33,9,21,3,2,1,42,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,1,6,6,6,6,6,6,8,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11764705882353,-3.11764705882353,-2.11764705882353,-2.11764705882353,3.88235294117647,2.88235294117647,3.88235294117647,-5.11764705882353,-5.11764705882353,1.88235294117647,0.882352941176471,3.88235294117647,1.88235294117647,3.88235294117647,-5.11764705882353,-2.11764705882353,3.88235294117647,-2.11764705882353,9,11,6.31578947368421,7.84210526315789,7.47368421052632,7.52631578947368,7.05263157894737,6.84210526315789,6.73684210526316,0.526315789473684,0.470588235294118,4.63305745826798,0,3.4966039646344,9.00728430290542,7.41713759345485,5.64599344344803,6.414607566494
"5287",5068,343,3,0,14,6,8,368,0,0,32,10,26,2,5,6,25,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,1,5,6,8,6,7,6,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.76470588235294,-0.764705882352941,-3.76470588235294,-3.76470588235294,3.23529411764706,3.23529411764706,3.23529411764706,1.23529411764706,-4.76470588235294,-3.76470588235294,-1.76470588235294,-2.76470588235294,1.23529411764706,2.23529411764706,2.23529411764706,2.23529411764706,2.23529411764706,0.235294117647059,10,11,6.36842105263158,7.84210526315789,7.36842105263158,7.52631578947368,7,6.84210526315789,6.84210526315789,0.526315789473684,0.529411764705882,6.04758222693983,10,10,10,5.38433935705264,10,4.87723263937035
"5288",5086,344,4,0,14,7,8,368,0,0,26,13,11,3,1,3,28,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,0,6,7,7,8,6,8,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70588235294118,2.29411764705882,0.294117647058823,-1.70588235294118,-0.705882352941177,0.294117647058823,-0.705882352941177,-2.70588235294118,-3.70588235294118,2.29411764705882,-2.70588235294118,-2.70588235294118,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,-1.70588235294118,11,11,6.31578947368421,7.78947368421053,7.42105263157895,7.42105263157895,7.05263157894737,6.73684210526316,6.84210526315789,0.578947368421053,0.647058823529412,5.63848251713305,10,9.62881010642749,4.46569998206704,5.32043313829928,10,6.97582434634762
"5289",5104,345,5,0,14,13,8,368,1,0,24,10,25,2,7,6,25,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,1,8,10,9,9,7,8,8,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.35294117647059,-1.35294117647059,-5.35294117647059,3.64705882352941,-0.352941176470588,-1.35294117647059,-1.35294117647059,-3.35294117647059,-2.35294117647059,1.64705882352941,2.64705882352941,-0.352941176470588,0.647058823529412,0.647058823529412,1.64705882352941,2.64705882352941,-0.352941176470588,2.64705882352941,9,11,6.21052631578947,7.63157894736842,7.31578947368421,7.36842105263158,7,6.73684210526316,6.73684210526316,0.526315789473684,0.470588235294118,6.47236740887579,3.95929521461558,10,6.23152648151616,4.47871418879217,7.42647473175554,6.64162649595844
"5290",5122,346,6,0,14,8,8,368,0,0,26,8,25,2,3,3,42,2,5,2,6,7,4,6,8,7,7,6,3,6,8,6,7,8,7,8,6,4,6,20,18.18,20,18,10,10.64,0,8,9,8,7,7,5,8,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35294117647059,0.647058823529412,-2.35294117647059,-0.352941176470588,1.64705882352941,0.647058823529412,0.647058823529412,-0.352941176470588,-3.35294117647059,-0.352941176470588,1.64705882352941,-0.352941176470588,0.647058823529412,1.64705882352941,0.647058823529412,1.64705882352941,-0.352941176470588,-2.35294117647059,7,11,6.21052631578947,7.68421052631579,7.36842105263158,7.47368421052632,7,6.89473684210526,6.73684210526316,0.578947368421053,0.411764705882353,5.7854239246575,6.43302611021255,4.46399226741567,5.76746330720718,8.71300781431248,5.64146113482127,6.88448541827248
"5291",5140,347,7,0,14,11,8,368,0,0,26,9,10,1,1,1,19,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,0,6,7,7,7,7,6,6,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.94117647058824,-2.94117647058824,-2.94117647058824,-1.94117647058824,6.05882352941176,-0.941176470588236,-0.941176470588236,-2.94117647058824,-2.94117647058824,4.05882352941176,-1.94117647058824,1.05882352941176,-0.941176470588236,4.05882352941176,-2.94117647058824,3.05882352941176,6.05882352941176,-2.94117647058824,12,11,6.31578947368421,7.78947368421053,7.42105263157895,7.47368421052632,7,6.84210526315789,6.84210526315789,0.578947368421053,0.705882352941177,10,3.22974988330806,5.89122817398637,5.15950134802135,5.86829560030063,6.21608134978421,4.45902125270962
"5292",5158,348,8,0,14,12,8,368,0,0,21,9,15,4,3,3,41,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,1,7,8,8,8,8,7,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70588235294118,-3.70588235294118,-1.70588235294118,-5.70588235294118,3.29411764705882,3.29411764705882,3.29411764705882,-4.70588235294118,-5.70588235294118,2.29411764705882,3.29411764705882,0.294117647058823,3.29411764705882,0.294117647058823,0.294117647058823,0.294117647058823,3.29411764705882,-1.70588235294118,18,11,6.26315789473684,7.73684210526316,7.36842105263158,7.42105263157895,6.94736842105263,6.78947368421053,7,0.526315789473684,1,5.85479034872079,6.09128135420808,7.3381394265038,8.93611448092424,7.08709975175408,6.26061865294543,10
"5293",5176,349,9,0,14,5,8,368,1,0,33,3,18,2,1,7,35,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,1,4,8,6,8,7,8,8,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-4.41176470588235,-3.41176470588235,3.58823529411765,1.58823529411765,0.588235294117647,1.58823529411765,0.588235294117647,-5.41176470588235,-0.411764705882353,0.588235294117647,-2.41176470588235,1.58823529411765,1.58823529411765,1.58823529411765,2.58823529411765,-0.411764705882353,0.588235294117647,10,11,6.42105263157895,7.73684210526316,7.47368421052632,7.42105263157895,7,6.73684210526316,6.73684210526316,0.526315789473684,0.529411764705882,6.96118963885386,7.26283217664967,7.04359153405876,9.08091951476348,8.0416459111755,6.26550531153136,5.83872916484862
"5294",5194,350,10,0,14,1,8,368,1,0,31,10,11,2,9,5,42,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,1,6,10,9,8,6,6,7,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.88235294117647,1.11764705882353,-5.88235294117647,2.11764705882353,1.11764705882353,0.117647058823529,0.117647058823529,0.117647058823529,-0.882352941176471,-0.882352941176471,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,1.11764705882353,-2.88235294117647,-0.882352941176471,5,11,6.31578947368421,7.63157894736842,7.31578947368421,7.42105263157895,7.05263157894737,6.84210526315789,6.78947368421053,0.526315789473684,0.235294117647059,8.85124185583373,0,10,4.13948662477538,6.52343545377425,7.31767779797763,6.25403314678599
"5295",5212,351,11,0,14,9,8,368,0,0,35,9,15,4,1,3,42,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,0,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,-1.88235294117647,-4.88235294117647,-1.88235294117647,3.11764705882353,3.11764705882353,3.11764705882353,0.117647058823529,-4.88235294117647,-3.88235294117647,3.11764705882353,-3.88235294117647,3.11764705882353,3.11764705882353,3.11764705882353,3.11764705882353,-1.88235294117647,-1.88235294117647,13,11,6.26315789473684,7.78947368421053,7.42105263157895,7.47368421052632,7,6.78947368421053,6.78947368421053,0.578947368421053,0.764705882352941,9.84902075313417,7.7006065950346,10,7.08647684012494,6.34691339120609,5.46328761029777,5.94887408761403
"5296",5230,352,12,0,14,10,8,368,0,1,29,9,17,6,6,6,42,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,1,8,8,8,9,7,9,9,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94117647058824,0.0588235294117645,-2.94117647058824,2.05882352941176,2.05882352941176,2.05882352941176,2.05882352941176,0.0588235294117645,-3.94117647058824,-2.94117647058824,-2.94117647058824,0.0588235294117645,1.05882352941176,1.05882352941176,2.05882352941176,2.05882352941176,-0.941176470588236,-0.941176470588236,13,11,6.21052631578947,7.73684210526316,7.36842105263158,7.36842105263158,7,6.68421052631579,6.68421052631579,0.526315789473684,0.705882352941177,5.67066773514693,3.76078198029431,0,10,6.4964249193632,0,7.24231790448902
"5297",5248,353,13,0,14,11,8,368,0,0,25,9,25,4,7,7,42,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,0,6,7,7,7,7,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,-3.88235294117647,-2.88235294117647,-1.88235294117647,1.11764705882353,2.11764705882353,2.11764705882353,1.11764705882353,1.11764705882353,-1.88235294117647,-0.882352941176471,-2.88235294117647,2.11764705882353,2.11764705882353,1.11764705882353,2.11764705882353,1.11764705882353,-1.88235294117647,12,11,6.31578947368421,7.78947368421053,7.42105263157895,7.47368421052632,7,6.84210526315789,6.84210526315789,0.578947368421053,0.705882352941177,6.29988768621348,8.42374030742622,3.86682904522394,6.27015567103092,8.70088522197359,3.77407467364009,6.90193209755887
"5298",5266,354,14,0,14,15,8,368,1,0,22,3,23,2,9,8,49,1,6,1,3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,7,20,10,20,20,20,10,1,8,9,9,9,10,9,9,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.82352941176471,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,0.176470588235294,0.176470588235294,-6.82352941176471,-6.82352941176471,-6.82352941176471,0.176470588235294,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,2.17647058823529,-1.82352941176471,12,11,6.21052631578947,7.68421052631579,7.31578947368421,7.36842105263158,6.84210526315789,6.68421052631579,6.68421052631579,0.526315789473684,0.647058823529412,5.08061796856,10,9.60361867084746,10,7.85488272370615,6.82429587056201,8.14700663004093
