"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 2","goal 1","goal 6","goal 3","goal 4","goal 5","date 7","date 5","date 3","date 4","date 6","date 1","date 2","race 4","race 2","race 6","race 3","race 1","go_out 1","go_out 4","go_out 2","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 1","field_cd 2","field_cd 13","field_cd 8","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 12","field_cd 4","field_cd 7","field_cd 6","field_cd 10","field_cd 14","field_cd 16","field_cd 15","field_cd 17","field_cd 18","career_c 6","career_c 1","career_c 9","career_c 2","career_c 7","career_c 10","career_c 5","career_c 3","career_c 4","career_c 14","career_c 11","career_c 8","career_c 15","career_c 12","career_c 17","career_c 13","career_c 16","activityAvg","raterCount","rateeCount","matchOwnSum","matchPartnerSum","decOwnSum","decPartnerSum","attrOwnSum","attrPartnerSum","sincOwnSum","sincPartnerSum","intelOwnSum","intelPartnerSum","funOwnSum","funPartnerSum","ambOwnSum","ambPartnerSum","sharOwnSum","sharPartnerSum","likeOwnSum","likePartnerSum","probOwnSum","probPartnerSum","metOwnSum","metPartnerSum","metOwnMean","metPartnerMean","metOwnMeanExc","metPartnerMeanExc","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj"
"5332",358,18,0,14,18,7,2,362,0,0.41,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,6,8,7,7,7,6,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5333",358,18,0,14,18,4,3,363,0,0.6,1,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,6,7,7,7,7,6,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5334",358,18,0,14,18,6,4,364,0,0.37,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,6,7,7,7,7,7,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5336",358,18,0,14,18,5,6,366,1,0.06,0,1,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,1,8,8,8,8,8,7,8,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1,0.05,0.05,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5337",358,18,0,14,18,16,7,367,0,0.32,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,8,8,7,7,8,8,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5338",358,18,0,14,18,14,8,368,0,0.4,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,7,7,7,7,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5339",358,18,0,14,18,18,9,369,0,-0.17,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,8,7,8,7,6,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1,0.05,0.11,0.05,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5340",358,18,0,14,18,12,10,370,0,0.14,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,7,8,7,7,6,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5341",358,18,0,14,18,15,11,371,0,-0.19,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,7,7,7,7,8,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5342",358,18,0,14,18,10,12,372,0,-0.22,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,7,7,7,7,6,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1,0.05,0.11,0.05,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5343",358,18,0,14,18,11,13,373,0,0.51,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,1,9,7,8,7,7,7,8,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5344",358,18,0,14,18,3,14,374,0,-0.19,1,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,6,7,7,7,7,6,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5345",358,18,0,14,18,17,15,375,0,0.47,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,8,8,8,8,8,6,8,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5346",358,18,0,14,18,1,16,376,1,0.24,1,1,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,1,10,10,10,10,10,10,10,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1,0.05,0.05,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5347",358,18,0,14,18,8,17,377,0,0.28,1,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,8,8,7,7,6,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5348",358,18,0,14,18,9,18,378,0,0.52,0,2,26,8,15,4,1,1,43,1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,4,20,10,25,25,10,10,40,5,10,10,5,30,8,7,8,8,0,7,7,7,6,7,6,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,0,-3.29,1.71,4.71,-1.29,-0.29,-3.29,-1.29,3.71,3.71,0.71,-0.29,2.71,-1.29,-0.29,1.71,-2.29
"5349",359,19,0,14,18,11,1,361,0,0.44,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,1,5,8,8,6,7,7,6,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5350",359,19,0,14,18,5,2,362,1,0.24,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,1,6,6,8,7,7,7,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5351",359,19,0,14,18,2,3,363,0,0.19,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,6,5,5,6,6,3,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5352",359,19,0,14,18,4,4,364,0,0.11,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,6,4,7,4,4,6,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5354",359,19,0,14,18,3,6,366,1,0.34,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,1,8,9,9,9,7,8,9,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5355",359,19,0,14,18,14,7,367,0,-0.38,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,1,8,9,7,8,7,8,9,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5358",359,19,0,14,18,10,10,370,0,-0.23,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,1,7,8,7,7,5,4,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5359",359,19,0,14,18,13,11,371,0,0.12,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,6,7,7,7,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5360",359,19,0,14,18,8,12,372,0,0.04,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,7,6,6,6,7,6,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5361",359,19,0,14,18,9,13,373,0,-0.18,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,9,8,7,7,7,1,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5362",359,19,0,14,18,1,14,374,0,-0.07,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,7,5,5,5,6,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5363",359,19,0,14,18,15,15,375,0,-0.38,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,9,6,6,6,7,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5364",359,19,0,14,18,17,16,376,0,0.28,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,6,5,7,7,5,2,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5365",359,19,0,14,18,6,17,377,0,0.02,0,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,4,8,7,4,7,6,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5366",359,19,0,14,18,7,18,378,0,-0.18,1,2,26,6,26,2,1,5,27,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,4,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,0,6,5,7,7,2,1,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53,-3.53,2.47,-2.53,-2.53,1.47,3.47,-3.53,5.47,-1.53,2.47,3.47,3.47,3.47,-3.53,-0.53
"5367",360,20,0,14,18,16,1,361,0,0.08,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,4,4,5,2,6,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
