"","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter"
"4469",295,2,0,12,14,1,3,310,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,1,6,9,10,5,5,6,6,7,0,0,0,0,NA
"4470",295,2,0,12,14,10,4,311,0,0,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,1,7,7,7,7,7,6,7,5,0,0,0,0,NA
"4471",295,2,0,12,14,4,5,312,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,5,7,7,7,7,7,6,6,0,0,0,0,NA
"4472",295,2,0,12,14,12,6,313,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,1,7,7,7,9,7,9,8,7,0,0,0,0,NA
"4473",295,2,0,12,14,13,7,314,0,0,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,6,8,9,5,5,6,6,6,0,0,0,0,NA
"4474",295,2,0,12,14,14,8,315,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,7,7,8,6,7,6,7,7,0,0,0,0,NA
"4475",295,2,0,12,14,2,9,316,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,5,7,8,9,9,6,6,6,0,0,0,0,NA
"4476",295,2,0,12,14,6,10,317,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,1,8,6,7,9,7,6,8,6,0,0,0,0,NA
"4477",295,2,0,12,14,3,11,318,0,0,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,5,9,8,8,8,8,8,5,0,0,0,0,NA
"4478",295,2,0,12,14,9,12,319,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,4,8,7,5,7,6,5,6,0,0,0,0,NA
"4479",295,2,0,12,14,7,13,320,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,0,5,9,8,5,7,6,7,5,0,0,0,0,NA
"4480",295,2,0,12,14,11,14,321,0,1,30,9,2,5,7,2,6,1,2,6,4,10,18,20,16,16,20,1,7,7,7,5,7,6,6,6,0,0,0,0,NA
"4481",296,3,0,12,14,12,1,308,0,0,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,5,5,6,3,3,4,3,1,0,3,3,1,1
"4482",296,3,0,12,14,1,2,309,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,7,8,9,3,5,5,6,1,0,3,3,1,1
"4483",296,3,0,12,14,8,3,310,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,6,5,5,3,1,3,2,1,0,3,3,1,1
"4484",296,3,0,12,14,3,4,311,0,0,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,7,6,6,5,3,5,2,1,0,3,3,1,1
"4485",296,3,0,12,14,11,5,312,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,6,6,6,6,4,5,6,5,0,3,3,1,1
"4486",296,3,0,12,14,5,6,313,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,8,8,9,8,7,8,8,1,0,3,3,1,1
"4487",296,3,0,12,14,6,7,314,0,0,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,5,5,6,4,2,2,2,1,0,3,3,1,1
"4488",296,3,0,12,14,7,8,315,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,7,8,8,5,5,5,6,5,0,3,3,1,1
"4489",296,3,0,12,14,9,9,316,1,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,9,8,8,9,8,8,8,8,0,3,3,1,1
"4490",296,3,0,12,14,13,10,317,1,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,8,10,8,9,8,8,8,7,0,3,3,1,1
"4491",296,3,0,12,14,10,11,318,0,0,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,5,5,5,6,6,8,6,6,0,3,3,1,1
"4492",296,3,0,12,14,2,12,319,1,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,7,9,9,6,5,5,6,8,0,3,3,1,1
"4493",296,3,0,12,14,14,13,320,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,0,5,5,5,5,5,5,5,3,0,3,3,1,1
"4494",296,3,0,12,14,4,14,321,0,1,28,9,2,10,10,1,4,2,2,3,4,15,20,35,15,5,10,1,8,7,8,9,9,7,8,8,0,3,3,1,1
"4495",297,4,0,12,14,11,1,308,1,0,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,5,10,8,7,8,8,6,8,0,0,2,0,NA
"4496",297,4,0,12,14,14,2,309,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,7,8,8,8,8,8,7,9,0,0,2,0,NA
"4497",297,4,0,12,14,7,3,310,1,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,7,8,9,7,8,7,7,8,0,0,2,0,NA
"4498",297,4,0,12,14,2,4,311,0,0,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,5,9,9,7,9,8,5,8,0,0,2,0,NA
"4499",297,4,0,12,14,10,5,312,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,5,5,5,5,9,6,5,7,0,0,2,0,NA
"4500",297,4,0,12,14,4,6,313,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,5,7,7,7,7,7,7,8,0,0,2,0,NA
"4501",297,4,0,12,14,5,7,314,0,0,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,5,7,7,6,8,6,7,6,0,0,2,0,NA
"4502",297,4,0,12,14,6,8,315,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,3,5,7,5,9,5,4,5,0,0,2,0,NA
"4503",297,4,0,12,14,8,9,316,1,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,7,7,7,8,9,7,7,8,0,0,2,0,NA
"4504",297,4,0,12,14,12,10,317,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,8,8,7,7,9,8,7,7,0,0,2,0,NA
"4505",297,4,0,12,14,9,11,318,0,0,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,3,8,8,7,9,9,6,8,0,0,2,0,NA
"4506",297,4,0,12,14,1,12,319,1,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,1,3,10,10,8,9,10,7,10,0,0,2,0,NA
"4507",297,4,0,12,14,13,13,320,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,3,7,7,6,8,7,4,7,0,0,2,0,NA
"4508",297,4,0,12,14,3,14,321,0,1,21,9,2,9,8,2,2,1,2,7,4,25,25,15,15,10,10,0,4,7,7,7,8,5,6,8,0,0,2,0,NA
"4509",298,5,0,12,14,14,1,308,0,0,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,6,8,8,6,8,6,6,6,0,NA,NA,NA,NA
"4510",298,5,0,12,14,3,2,309,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,7,9,9,6,7,5,8,7,0,NA,NA,NA,NA
"4511",298,5,0,12,14,10,3,310,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,7,7,8,6,7,6,7,7,0,NA,NA,NA,NA
"4512",298,5,0,12,14,5,4,311,0,0,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,8,9,9,9,9,8,9,7,0,NA,NA,NA,NA
"4513",298,5,0,12,14,13,5,312,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,8,9,9,9,9,7,8,7,0,NA,NA,NA,NA
"4514",298,5,0,12,14,7,6,313,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,8,8,8,8,8,8,8,7,0,NA,NA,NA,NA
"4515",298,5,0,12,14,8,7,314,0,0,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,6,8,8,6,8,6,6,6,0,NA,NA,NA,NA
"4516",298,5,0,12,14,9,8,315,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,9,8,8,8,8,8,8,8,0,NA,NA,NA,NA
"4517",298,5,0,12,14,11,9,316,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,9,9,9,9,9,9,9,7,0,NA,NA,NA,NA
"4518",298,5,0,12,14,1,10,317,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,9,7,8,7,7,5,7,6,0,NA,NA,NA,NA
"4519",298,5,0,12,14,12,11,318,0,0,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,6,7,8,6,7,5,6,6,0,NA,NA,NA,NA
"4520",298,5,0,12,14,4,12,319,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,6,7,7,6,7,8,7,7,0,NA,NA,NA,NA
"4521",298,5,0,12,14,2,13,320,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,0,6,7,7,6,7,5,6,6,0,NA,NA,NA,NA
"4522",298,5,0,12,14,6,14,321,0,1,22,6,2,7,1,2,6,2,2,1,4,10,30,20,10,15,15,1,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA
"4523",299,6,0,12,14,4,1,308,0,1,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,8,9,10,10,10,5,9,8,0,NA,NA,NA,NA
"4524",299,6,0,12,14,7,2,309,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,7,8,8,7,7,7,7,5,0,NA,NA,NA,NA
"4525",299,6,0,12,14,14,3,310,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,8,8,8,8,8,8,8,3,0,NA,NA,NA,NA
"4526",299,6,0,12,14,9,4,311,0,1,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,1,10,9,9,9,9,9,9,8,0,NA,NA,NA,NA
"4527",299,6,0,12,14,3,5,312,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,1,8,9,9,8,9,10,8,7,0,NA,NA,NA,NA
"4528",299,6,0,12,14,11,6,313,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,1,8,9,9,8,8,7,8,6,0,NA,NA,NA,NA
"4529",299,6,0,12,14,12,7,314,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,8,9,8,8,8,7,8,7,0,NA,NA,NA,NA
"4530",299,6,0,12,14,13,8,315,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,7,7,10,9,9,4,8,6,0,NA,NA,NA,NA
"4531",299,6,0,12,14,1,9,316,1,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,1,10,10,10,10,10,8,9,8,0,NA,NA,NA,NA
"4532",299,6,0,12,14,5,10,317,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,8,9,9,9,9,8,9,8,0,NA,NA,NA,NA
"4533",299,6,0,12,14,2,11,318,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,7,9,10,9,9,6,7,6,0,NA,NA,NA,NA
"4534",299,6,0,12,14,8,12,319,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,7,8,8,8,8,8,8,7,0,NA,NA,NA,NA
"4535",299,6,0,12,14,6,13,320,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,7,9,9,7,7,4,6,5,0,NA,NA,NA,NA
"4536",299,6,0,12,14,10,14,321,0,0,24,11,4,1,1,2,6,2,2,5,4,10,40,10,20,10,10,0,6,7,7,2,2,2,4,3,0,NA,NA,NA,NA
"4537",300,7,0,12,14,7,1,308,0,0,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,6,10,10,9,10,8,7,10,1,NA,NA,NA,NA
"4538",300,7,0,12,14,10,2,309,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,10,10,10,10,9,9,10,9,0,NA,NA,NA,NA
"4539",300,7,0,12,14,3,3,310,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,6,9,10,7,7,2,4,8,0,NA,NA,NA,NA
"4540",300,7,0,12,14,12,4,311,0,0,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,7,10,9,9,8,9,9,8,0,NA,NA,NA,NA
"4541",300,7,0,12,14,6,5,312,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,8,10,9,9,9,10,9,9,0,NA,NA,NA,NA
"4542",300,7,0,12,14,14,6,313,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,9,10,10,10,9,9,10,9,0,NA,NA,NA,NA
"4543",300,7,0,12,14,1,7,314,0,0,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,4,9,10,6,9,2,3,2,0,NA,NA,NA,NA
"4544",300,7,0,12,14,2,8,315,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,8,10,10,8,7,7,8,9,0,NA,NA,NA,NA
"4545",300,7,0,12,14,4,9,316,1,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,8,9,9,10,7,10,9,9,0,NA,NA,NA,NA
"4546",300,7,0,12,14,8,10,317,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,10,9,10,10,9,9,10,9,0,NA,NA,NA,NA
"4547",300,7,0,12,14,5,11,318,0,0,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,7,10,9,7,10,6,6,10,0,NA,NA,NA,NA
"4548",300,7,0,12,14,11,12,319,1,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,1,8,10,10,10,9,10,9,9,0,NA,NA,NA,NA
"4549",300,7,0,12,14,9,13,320,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,8,9,10,9,10,9,8,8,0,NA,NA,NA,NA
"4550",300,7,0,12,14,13,14,321,0,1,35,3,2,1,1,2,6,2,2,9,4,15,20,25,15,15,10,0,9,8,10,9,8,9,7,9,0,NA,NA,NA,NA
"4551",301,8,0,12,14,3,1,308,0,0,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,5,6,8,2,9,2,5,5,0,NA,NA,NA,NA
"4552",301,8,0,12,14,6,2,309,1,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,6,7,10,5,10,6,6,5,0,NA,NA,NA,NA
"4553",301,8,0,12,14,13,3,310,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,3,7,7,2,9,2,2,2,0,NA,NA,NA,NA
"4554",301,8,0,12,14,8,4,311,1,0,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,7,8,9,7,9,6,7,6,0,NA,NA,NA,NA
"4555",301,8,0,12,14,2,5,312,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,5,6,8,2,5,6,3,4,0,NA,NA,NA,NA
"4556",301,8,0,12,14,10,6,313,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,7,7,8,8,5,6,8,6,0,NA,NA,NA,NA
"4557",301,8,0,12,14,11,7,314,0,0,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,7,6,7,6,8,6,5,4,0,NA,NA,NA,NA
"4558",301,8,0,12,14,12,8,315,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,5,6,6,5,6,5,5,4,0,NA,NA,NA,NA
"4559",301,8,0,12,14,14,9,316,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,6,6,7,7,8,4,7,5,0,NA,NA,NA,NA
"4560",301,8,0,12,14,4,10,317,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,9,8,8,10,5,5,8,5,0,NA,NA,NA,NA
"4561",301,8,0,12,14,1,11,318,0,0,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,5,10,10,5,10,2,6,6,0,NA,NA,NA,NA
"4562",301,8,0,12,14,7,12,319,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,5,6,10,5,6,6,4,5,0,NA,NA,NA,NA
"4563",301,8,0,12,14,5,13,320,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,0,5,6,10,4,10,5,5,5,0,NA,NA,NA,NA
"4564",301,8,0,12,14,9,14,321,0,1,34,9,2,3,8,2,4,1,2,2,4,20,20,20,20,10,10,1,6,6,7,7,9,6,7,6,0,NA,NA,NA,NA
"4565",302,10,0,12,14,13,1,308,0,0,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,5,10,10,7,10,5,5,7,0,0,0,0,NA
"4566",302,10,0,12,14,2,2,309,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,4,9,8,4,8,6,4,4,0,0,0,0,NA
"4567",302,10,0,12,14,9,3,310,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,3,7,7,7,3,6,2,5,0,0,0,0,NA
"4568",302,10,0,12,14,4,4,311,0,0,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,1,7,9,7,8,7,7,7,8,0,0,0,0,NA
"4569",302,10,0,12,14,12,5,312,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,1,10,10,10,10,10,10,10,10,0,0,0,0,NA
"4570",302,10,0,12,14,6,6,313,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,6,10,7,7,7,8,5,7,0,0,0,0,NA
"4571",302,10,0,12,14,7,7,314,0,0,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,5,7,10,7,7,6,4,5,0,0,0,0,NA
"4572",302,10,0,12,14,8,8,315,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,1,7,6,6,7,6,5,7,8,0,0,0,0,NA
"4573",302,10,0,12,14,10,9,316,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,1,7,6,6,7,8,6,7,6,0,0,0,0,NA
"4574",302,10,0,12,14,14,10,317,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,7,10,7,7,10,6,6,6,0,0,0,0,NA
"4575",302,10,0,12,14,11,11,318,0,0,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,7,8,5,7,7,6,4,5,0,0,0,0,NA
"4576",302,10,0,12,14,3,12,319,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,2,10,8,5,7,6,3,6,0,0,0,0,NA
"4577",302,10,0,12,14,1,13,320,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,6,9,8,6,8,6,4,7,0,0,0,0,NA
"4578",302,10,0,12,14,5,14,321,0,1,21,3,2,8,7,2,3,1,12,8,4,50,5,20,10,5,10,0,7,6,7,7,7,6,5,5,0,0,0,0,NA
"4579",303,11,0,12,14,2,1,308,0,0,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,4,6,7,5,8,6,6,8,0,1,1,1,1
"4580",303,11,0,12,14,5,2,309,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,7,8,8,8,8,7,7,8,0,1,1,1,1
"4581",303,11,0,12,14,12,3,310,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,7,5,7,3,6,2,4,6,0,1,1,1,1
"4582",303,11,0,12,14,7,4,311,0,0,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,8,7,8,8,8,6,7,6,0,1,1,1,1
"4583",303,11,0,12,14,1,5,312,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,6,10,9,8,8,7,7,8,0,1,1,1,1
"4584",303,11,0,12,14,9,6,313,1,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,1,7,8,8,8,8,7,8,8,0,1,1,1,1
"4585",303,11,0,12,14,10,7,314,0,0,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,6,7,9,6,9,6,7,7,0,1,1,1,1
"4586",303,11,0,12,14,11,8,315,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,5,6,8,5,8,5,5,6,0,1,1,1,1
"4587",303,11,0,12,14,13,9,316,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,6,7,8,7,8,5,7,7,0,1,1,1,1
"4588",303,11,0,12,14,3,10,317,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,7,7,7,9,8,7,7,5,0,1,1,1,1
"4589",303,11,0,12,14,14,11,318,0,0,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,5,7,7,6,7,5,6,8,0,1,1,1,1
"4590",303,11,0,12,14,6,12,319,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,3,6,5,5,5,4,4,7,0,1,1,1,1
"4591",303,11,0,12,14,4,13,320,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,5,8,9,7,8,7,6,8,0,1,1,1,1
"4592",303,11,0,12,14,8,14,321,0,1,33,9,2,2,1,4,5,1,2,6,4,20,25,25,10,15,5,0,4,6,8,6,8,5,6,7,0,1,1,1,1
"4593",304,12,0,12,14,8,1,308,0,0,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,2,8,9,1,8,0,5,2,0,0,0,0,NA
"4594",304,12,0,12,14,11,2,309,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,6,7,8,8,7,4,5,5,0,0,0,0,NA
"4595",304,12,0,12,14,4,3,310,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,8,7,9,2,6,0,3,3,0,0,0,0,NA
"4596",304,12,0,12,14,13,4,311,0,0,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,7,7,7,5,7,5,5,5,0,0,0,0,NA
"4597",304,12,0,12,14,7,5,312,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,7,6,8,3,5,5,5,5,0,0,0,0,NA
"4598",304,12,0,12,14,1,6,313,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,6,9,8,7,5,5,6,5,0,0,0,0,NA
"4599",304,12,0,12,14,2,7,314,0,0,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,6,9,10,3,9,4,6,5,0,0,0,0,NA
"4600",304,12,0,12,14,3,8,315,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,6,8,10,3,8,2,6,5,0,0,0,0,NA
"4601",304,12,0,12,14,5,9,316,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,9,8,9,9,9,5,6,5,0,0,0,0,NA
"4602",304,12,0,12,14,9,10,317,1,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,1,7,7,8,10,7,8,9,5,0,0,0,0,NA
"4603",304,12,0,12,14,6,11,318,0,0,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,5,6,7,3,7,2,6,5,0,0,0,0,NA
"4604",304,12,0,12,14,12,12,319,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,3,6,5,5,6,0,5,4,0,0,0,0,NA
"4605",304,12,0,12,14,10,13,320,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,5,6,7,3,7,3,5,5,0,0,0,0,NA
"4606",304,12,0,12,14,14,14,321,0,1,28,3,2,1,10,1,7,2,12,6,4,5,20,25,25,15,10,0,5,5,6,3,5,0,4,5,0,0,0,0,NA
"4607",305,13,0,12,14,1,1,308,0,1,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,5,8,8,7,7,6,7,8,1,0,1,1,1
"4608",305,13,0,12,14,4,2,309,1,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,7,9,9,8,2,7,8,8,0,0,1,1,1
"4609",305,13,0,12,14,11,3,310,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,8,7,8,6,6,5,7,7,0,0,1,1,1
"4610",305,13,0,12,14,6,4,311,0,1,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,9,8,8,6,6,7,8,7,0,0,1,1,1
"4611",305,13,0,12,14,14,5,312,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,7,8,8,8,7,8,8,7,0,0,1,1,1
"4612",305,13,0,12,14,8,6,313,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,7,7,7,6,7,6,7,6,0,0,1,1,1
"4613",305,13,0,12,14,9,7,314,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,6,8,9,8,8,6,7,7,0,0,1,1,1
"4614",305,13,0,12,14,10,8,315,1,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,5,9,9,8,7,8,8,7,0,0,1,1,1
"4615",305,13,0,12,14,12,9,316,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,7,5,7,5,9,7,6,6,0,0,1,1,1
"4616",305,13,0,12,14,2,10,317,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,8,5,8,9,7,3,7,7,0,0,1,1,1
"4617",305,13,0,12,14,13,11,318,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,4,7,8,5,7,8,5,6,0,0,1,1,1
"4618",305,13,0,12,14,5,12,319,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,4,6,7,5,9,6,6,7,0,0,1,1,1
"4619",305,13,0,12,14,3,13,320,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,0,7,7,7,5,5,5,6,6,0,0,1,1,1
"4620",305,13,0,12,14,7,14,321,0,0,29,9,4,6,9,1,4,1,2,4,4,10,47,16,12,3,12,1,7,6,7,6,6,5,6,6,0,0,1,1,1
"4621",306,14,0,12,14,9,1,308,0,1,22,9,4,6,2,1,6,3,2,7,4,16,20,19,16,18,11,0,9,9,9,9,8,9,8,5,1,1,1,1,1
"4622",306,14,0,12,14,12,2,309,0,0,22,9,4,6,2,1,6,3,2,7,4,16,20,19,16,18,11,1,8,9,8,9,8,6,8,6,0,1,1,1,1
"4623",306,14,0,12,14,5,3,310,0,0,22,9,4,6,2,1,6,3,2,7,4,16,20,19,16,18,11,0,7,6,6,6,6,5,6,5,0,1,1,1,1
"4624",306,14,0,12,14,14,4,311,0,1,22,9,4,6,2,1,6,3,2,7,4,16,20,19,16,18,11,1,8,8,7,8,7,6,8,6,0,1,1,1,1
"4625",306,14,0,12,14,8,5,312,0,0,22,9,4,6,2,1,6,3,2,7,4,16,20,19,16,18,11,1,7,8,8,7,7,6,7,6,0,1,1,1,1
