"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","goal.2.yRaterAvg","goal.2.yRateeAvg","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"2661",377,17,1,14,20,12,15,355,0,-0.21,0,2,26,8,25,4,3,2,42,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,4,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,0,7,6,6,7,6,5,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.47,20,20,3.53,0.53,0.53,-2.47,-2.47,-4.47,1.53,2.53,0.53,2.53,-0.47,2.53,1.53,2.53,0.53,-3.47,5,112,129,129,113,122,73,83,88,8,93,95,87,92,85,77,87,87,0.25,0.4,0.25,0.4,0.26,0.42,-0.26,-0.42,5.6,4.65,5.53,4.53,1.47,2.47,6.45,4.75,6.47,4.68,-0.47,1.32,6.45,4.35,6.47,4.26,-0.47,1.74,5.65,4.6,5.58,4.47,1.42,2.53,6.1,4.25,6.11,4.16,-0.11,1.84,3.65,3.85,3.58,3.79,1.42,1.21,4.15,4.35,4.05,4.26,1.95,1.74,4.4,4.35,4.32,4.26,1.68,1.74
"2662",378,18,1,14,20,13,15,355,0,0.52,1,2,29,8,25,2,3,2,42,6,5,2,7,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,4,25,15,20,20,10,10,25,10,10,15,30,10,6,7,7,9,1,7,8,5,8,6,5,8,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.71,20,20,0.29,5.29,0.29,-0.71,-0.71,-2.71,-3.71,3.29,2.29,-1.71,-1.71,3.29,0.29,3.29,0.29,-2.71,4,119,146,124,120,125,87,126,111,8,93,95,87,92,85,77,87,87,0.2,0.4,0.2,0.4,0.16,0.37,0.84,0.63,5.95,4.65,5.89,4.53,1.11,2.47,7.3,4.75,7.26,4.58,0.74,3.42,6.2,4.35,6.26,4.32,-1.26,0.68,6,4.6,5.89,4.42,2.11,3.58,6.25,4.25,6.26,4.16,-0.26,1.84,4.35,3.85,4.32,3.79,0.68,1.21,6.3,4.35,6.21,4.16,1.79,3.84,5.55,4.35,5.47,4.21,1.53,2.79
"2663",361,1,1,14,20,1,16,356,0,0.14,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,9,10,9,8,9,7,9,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29,1,114.5,135,125.5,104,109,86,107.7,87.5,4,71.9,69,71,50,62,54,62,55,0.05,0.2,0.05,0.2,0.05,0.21,-0.05,-0.21,5.72,3.6,5.55,3.31,3.45,5.69,6.75,3.45,6.58,3.11,3.42,6.89,6.28,3.55,6.13,3.26,2.87,5.74,5.2,2.5,5.05,2.21,2.95,5.79,5.45,3.1,5.26,2.79,3.74,6.21,4.3,2.7,4.16,2.47,2.84,4.53,5.38,3.1,5.19,2.79,3.81,6.21,4.38,2.75,4.18,2.47,3.82,5.53
"2664",364,4,1,14,20,14,16,356,0,0.45,0,2,27,8,10,3,6,2,42,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,4,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,0,9,7,9,4,9,6,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.06,20,20,1.94,3.94,3.94,-1.06,-2.06,-2.06,-0.06,-4.06,3.94,-0.06,-1.06,1.94,-0.06,0.94,2.94,-4.06,13,143,165,168,152,170,140,141,114,4,71.9,69,71,50,62,54,62,55,0.65,0.2,0.65,0.2,0.68,0.21,-0.68,-0.21,7.15,3.6,7.05,3.31,1.95,5.69,8.25,3.45,8.32,3.26,-1.32,3.74,8.4,3.55,8.37,3.26,0.63,5.74,7.6,2.5,7.79,2.42,-3.79,1.58,8.5,3.1,8.47,2.79,0.53,6.21,7,2.7,7.05,2.53,-1.05,3.47,7.05,3.1,7.05,2.89,-0.05,4.11,5.7,2.75,5.84,2.74,-2.84,0.26
"2665",365,5,1,14,20,8,16,356,0,0.09,1,2,30,8,25,2,1,1,42,1,2,1,10,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,8,4,31.58,10.53,15.79,21.05,10.53,10.53,20,20,20,15,15,10,8,2,9,9,1,9.9,8,8,8,8,9,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.12,20,20,-3.12,-3.12,2.88,2.88,3.88,1.88,-2.12,1.88,1.88,-5.12,-1.12,0.88,2.88,3.88,-1.12,-1.12,8,108.9,125,129,118,115,98,115,100,4,71.9,69,71,50,62,54,62,55,0.4,0.2,0.4,0.2,0.37,0.16,0.63,0.84,5.45,3.6,5.21,3.26,4.69,6.64,6.25,3.45,6.16,3.21,1.84,4.79,6.45,3.55,6.37,3.32,1.63,4.68,5.9,2.5,5.79,2.21,2.21,5.79,5.75,3.1,5.63,2.84,2.37,5.16,4.9,2.7,4.68,2.37,4.32,6.63,5.75,3.1,5.58,2.79,3.42,6.21,5,2.75,4.84,2.47,3.16,5.53
"2666",367,7,1,14,20,4,16,356,1,0.21,1,2,27,13,26,2,6,3,42,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,4,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,1,9,7,8,6,7,7,8,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.24,20,20,1.76,2.76,2.76,-0.24,-0.24,-2.24,-1.24,2.76,-0.24,0.76,-2.24,-2.24,1.76,2.76,1.76,-3.24,5,114,124,121,114,115,113,112,107,4,71.9,69,71,50,62,54,62,55,0.25,0.2,0.25,0.2,0.21,0.16,0.79,0.84,5.7,3.6,5.53,3.31,3.47,5.69,6.2,3.45,6.16,3.26,0.84,3.74,6.05,3.55,5.95,3.32,2.05,4.68,5.7,2.5,5.68,2.32,0.32,3.68,5.75,3.1,5.68,2.89,1.32,4.11,5.65,2.7,5.58,2.47,1.42,4.53,5.6,3.1,5.47,2.84,2.53,5.16,5.35,2.75,5.32,2.58,0.68,3.42
"2667",368,8,1,14,20,2,16,356,0,-0.1,0,2,24,13,10,6,1,1,42,1,4,2,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,4,20,10,25,20,10,15,20,20,20,15,15,10,6,8,8,8,1,7,7,8,7,7,7,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,20,20,-0.88,-2.88,1.12,2.12,0.12,-3.88,1.12,2.12,2.12,2.12,0.12,2.12,1.12,2.12,1.12,-2.88,10,102,108,110,107,101,98,89,81,4,71.9,69,71,50,62,54,62,55,0.5,0.2,0.5,0.2,0.47,0.16,0.53,0.84,5.1,3.6,5,3.42,2,3.58,5.4,3.45,5.32,3.26,1.68,3.74,5.5,3.55,5.37,3.32,2.63,4.68,5.35,2.5,5.26,2.26,1.74,4.74,5.05,3.1,4.95,2.89,2.05,4.11,4.9,2.7,4.79,2.47,2.21,4.53,4.45,3.1,4.37,2.95,1.63,3.05,4.05,2.75,4,2.63,1,2.37
"2668",371,11,1,14,20,3,16,356,0,0.51,1,2,27,8,25,2,3,1,69,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,4,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,0,7,7,6,2,4,3,4,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,20,20,2.41,2.41,-1.59,-1.59,-1.59,-1.59,-1.59,-1.59,-0.59,0.41,-1.59,1.41,5.41,5.41,-3.59,2.41,7,108,148,135,86,112,94,104,177,4,71.9,69,71,50,62,54,62,55,0.35,0.2,0.35,0.2,0.37,0.21,-0.37,-0.21,5.4,3.6,5.32,3.42,1.68,3.58,7.4,3.45,7.42,3.26,-0.42,3.74,6.75,3.55,6.79,3.42,-0.79,2.58,4.3,2.5,4.42,2.53,-2.42,-0.53,5.6,3.1,5.68,3.05,-1.68,0.95,4.7,2.7,4.79,2.68,-1.79,0.32,5.2,3.1,5.26,3.05,-1.26,0.95,8.85,2.75,8.79,2.37,1.21,7.63
"2669",374,14,1,14,20,10,16,356,0,0.54,0,2,30,8,25,4,6,6,42,2,4,2,7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,7,4,50,10,10,10,5,15,60,10,10,10,5,5,6,7,6,7,0,6,6,6,4,5,5,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.59,20,20,3.41,1.41,0.41,1.41,1.41,-1.59,-1.59,-0.59,-1.59,-0.59,2.41,3.41,2.41,1.41,-2.59,-2.59,3,104,97,97,82,86,88,103,95,4,71.9,69,71,50,62,54,62,55,0.15,0.2,0.15,0.2,0.16,0.21,-0.16,-0.21,5.2,3.6,5.16,3.47,0.84,2.53,4.85,3.45,4.79,3.32,1.21,2.68,4.85,3.55,4.79,3.42,1.21,2.58,4.1,2.5,4.11,2.42,-0.11,1.58,4.3,3.1,4.26,3,0.74,2,4.4,2.7,4.37,2.58,0.63,2.42,5.15,3.1,5.11,2.95,0.89,3.05,4.75,2.75,4.74,2.63,0.26,2.37
"2670",375,15,1,14,20,5,16,356,0,0.55,1,2,27,8,10,2,3,2,42,1,3,1,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,4,30,20,15,15,8,12,30,10,10,15,25,10,8,9,9,8,1,6,8,8,5,5,3,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,20,20,3.24,0.24,3.24,-0.76,-0.76,-2.76,-2.76,2.24,0.24,1.24,0.24,1.24,-1.76,1.24,2.24,-1.76,8,80,114,114,94,102,76,89,102,4,71.9,69,71,50,62,54,62,55,0.4,0.2,0.4,0.2,0.37,0.16,0.63,0.84,4,3.6,3.89,3.47,2.11,2.53,5.7,3.45,5.58,3.21,2.42,4.79,5.7,3.55,5.58,3.32,2.42,4.68,4.7,2.5,4.68,2.37,0.32,2.63,5.1,3.1,5.11,3,-0.11,2,3.8,2.7,3.84,2.68,-0.84,0.32,4.45,3.1,4.37,2.95,1.63,3.05,5.1,2.75,5.16,2.68,-1.16,1.32
"2671",376,16,1,14,20,7,16,356,0,-0.03,0,2,25,8,25,4,10,7,66,2,5,2,10,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,4,30,10,15,20,15,10,30,10,20,10,20,10,6,10,8,9,0,9,9,9,6,8,7,7,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.65,20,20,-4.65,-1.65,4.35,-0.65,0.35,1.35,1.35,-2.65,-2.65,3.35,1.35,3.35,-0.65,0.35,3.35,-0.65,2,129,170,145,119,130,119,119,113,4,71.9,69,71,50,62,54,62,55,0.1,0.2,0.1,0.2,0.11,0.21,-0.11,-0.21,6.45,3.6,6.32,3.31,2.68,5.69,8.5,3.45,8.47,3.16,0.53,5.84,7.25,3.55,7.16,3.26,1.84,5.74,5.95,2.5,5.95,2.32,0.05,3.68,6.5,3.1,6.42,2.84,1.58,5.16,5.95,2.7,5.89,2.47,1.11,4.53,5.95,3.1,5.89,2.89,1.11,4.11,5.65,2.75,5.63,2.58,0.37,3.42
"2672",361,1,1,14,20,3,17,357,0,0.53,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,7,8,9,5,5,5,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29,1,114.5,135,125.5,104,109,86,107.7,87.5,11,129,135,135,118,117,103,121,117,0.05,0.55,0.05,0.55,0.05,0.58,-0.05,-0.58,5.72,6.45,5.66,6.42,1.34,0.58,6.75,6.75,6.68,6.68,1.32,1.32,6.28,6.75,6.13,6.63,2.87,2.37,5.2,5.9,5.21,5.95,-0.21,-0.95,5.45,5.85,5.47,5.89,-0.47,-0.89,4.3,5.15,4.26,5.16,0.74,-0.16,5.38,6.05,5.35,6.05,0.65,-0.05,4.38,5.85,4.34,5.89,0.66,-0.89
"2673",362,2,1,14,20,17,17,357,0,0.07,0,2,30,1,25,2,1,1,42,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,4,20.51,14.53,24.79,17.09,5.98,17.09,33,17,16,33,0,1,7,7,9,8,0,7,7,7,7,7,7,7,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,20,20,-2.94,-3.94,4.06,1.06,1.06,1.06,-0.94,2.06,1.06,-0.94,1.06,1.06,1.06,1.06,2.06,-2.94,5,76,84,83,75,76,77,77,85,11,129,135,135,118,117,103,121,117,0.25,0.55,0.25,0.55,0.26,0.58,-0.26,-0.58,3.8,6.45,3.63,6.42,3.37,0.58,4.2,6.75,4.05,6.74,2.95,0.26,4.15,6.75,4,6.74,3,0.26,3.75,5.9,3.58,5.84,3.42,1.16,3.8,5.85,3.63,5.79,3.37,1.21,3.85,5.15,3.68,5.05,3.32,1.95,3.85,6.05,3.68,6,3.32,1,4.25,5.85,4.05,5.74,3.95,2.26
"2674",363,3,1,14,20,14,17,357,0,0.37,1,2,23,5,25,4,1,1,26,3,6,2,7,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,7,4,25,20,20,20,5,10,20,25,15,30,5,5,5,7,8,8,0,6,7,7,7,7,5,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.12,20,20,-3.12,2.88,3.88,-2.12,-1.12,1.88,-0.12,2.88,0.88,-1.12,-1.12,1.88,0.88,-1.12,1.88,-1.12,12,113,136,135,123,130,108,125,108,11,129,135,135,118,117,103,121,117,0.6,0.55,0.6,0.55,0.63,0.58,-0.63,-0.58,5.65,6.45,5.63,6.47,0.37,-0.47,6.8,6.75,6.79,6.74,0.21,0.26,6.75,6.75,6.74,6.74,0.26,0.26,6.15,5.9,6.11,5.84,0.89,1.16,6.5,5.85,6.47,5.79,0.53,1.21,5.4,5.15,5.42,5.16,-0.42,-0.16,6.25,6.05,6.26,6.05,-0.26,-0.05,5.4,5.85,5.42,5.89,-0.42,-0.89
"2675",364,4,1,14,20,16,17,357,0,-0.02,0,2,27,8,10,3,6,2,42,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,4,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,1,10,9,9,9,9,8,9,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.06,20,20,1.94,3.94,3.94,-1.06,-2.06,-2.06,-0.06,-4.06,3.94,-0.06,-1.06,1.94,-0.06,0.94,2.94,-4.06,13,143,165,168,152,170,140,141,114,11,129,135,135,118,117,103,121,117,0.65,0.55,0.65,0.55,0.63,0.53,0.37,0.47,7.15,6.45,7,6.26,3,3.74,8.25,6.75,8.21,6.63,0.79,2.37,8.4,6.75,8.37,6.63,0.63,2.37,7.6,5.9,7.53,5.74,1.47,3.26,8.5,5.85,8.47,5.68,0.53,3.32,7,5.15,6.95,5,1.05,3,7.05,6.05,6.95,5.89,2.05,3.11,5.7,5.85,5.63,5.79,1.37,1.21
"2676",365,5,1,14,20,10,17,357,0,0.31,0,2,30,8,25,2,1,1,42,1,2,1,10,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,8,4,31.58,10.53,15.79,21.05,10.53,10.53,20,20,20,15,15,10,8,2,9,9,1,6,8,8,9,7,6,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.12,20,20,-3.12,-3.12,2.88,2.88,3.88,1.88,-2.12,1.88,1.88,-5.12,-1.12,0.88,2.88,3.88,-1.12,-1.12,8,108.9,125,129,118,115,98,115,100,11,129,135,135,118,117,103,121,117,0.4,0.55,0.4,0.55,0.37,0.53,0.63,0.47,5.45,6.45,5.42,6.47,0.58,-0.47,6.25,6.75,6.16,6.68,1.84,1.32,6.45,6.75,6.37,6.68,1.63,1.32,5.9,5.9,5.74,5.74,3.26,3.26,5.75,5.85,5.68,5.79,1.32,1.21,4.9,5.15,4.84,5.11,1.16,0.89,5.75,6.05,5.68,6,1.32,1,5,5.85,4.89,5.79,2.11,1.21
"2677",366,6,1,14,20,15,17,357,0,0.29,0,2,27,8,25,2,4,6,42,1,4,1,6,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,5,4,14,18,17,16,15,20,13,20,14,20,13,20,6,8,9,8,1,8,8,8,8,8,8,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,20,20,-0.88,-2.88,1.12,2.12,2.12,0.12,-0.88,1.12,2.12,-2.88,-0.88,0.12,3.12,3.12,1.12,-0.88,11,132,140,140,135,128,124,137,122,11,129,135,135,118,117,103,121,117,0.55,0.55,0.55,0.55,0.53,0.53,0.47,0.47,6.6,6.45,6.53,6.37,1.47,1.63,7,6.75,6.95,6.68,1.05,1.32,7,6.75,6.95,6.68,1.05,1.32,6.75,5.9,6.68,5.79,1.32,2.21,6.4,5.85,6.32,5.74,1.68,2.26,6.2,5.15,6.11,5,1.89,3,6.85,6.05,6.79,5.95,1.21,2.05,6.1,5.85,6.05,5.79,0.95,1.21
"2678",367,7,1,14,20,6,17,357,0,0.02,0,2,27,13,26,2,6,3,42,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,4,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,0,6,7,8,6,6,5,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.24,20,20,1.76,2.76,2.76,-0.24,-0.24,-2.24,-1.24,2.76,-0.24,0.76,-2.24,-2.24,1.76,2.76,1.76,-3.24,5,114,124,121,114,115,113,112,107,11,129,135,135,118,117,103,121,117,0.25,0.55,0.25,0.55,0.26,0.58,-0.26,-0.58,5.7,6.45,5.68,6.47,0.32,-0.47,6.2,6.75,6.16,6.74,0.84,0.26,6.05,6.75,5.95,6.68,2.05,1.32,5.7,5.9,5.68,5.89,0.32,0.11,5.75,5.85,5.74,5.84,0.26,0.16,5.65,5.15,5.68,5.16,-0.68,-0.16,5.6,6.05,5.58,6.05,0.42,-0.05,5.35,5.85,5.32,5.84,0.68,0.16
"2679",368,8,1,14,20,4,17,357,1,0.12,0,2,24,13,10,6,1,1,42,1,4,2,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,4,20,10,25,20,10,15,20,20,20,15,15,10,6,8,8,8,1,7,9,8,8,7,7,6,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,20,20,-0.88,-2.88,1.12,2.12,0.12,-3.88,1.12,2.12,2.12,2.12,0.12,2.12,1.12,2.12,1.12,-2.88,10,102,108,110,107,101,98,89,81,11,129,135,135,118,117,103,121,117,0.5,0.55,0.5,0.55,0.47,0.53,0.53,0.47,5.1,6.45,5,6.42,2,0.58,5.4,6.75,5.21,6.63,3.79,2.37,5.5,6.75,5.37,6.68,2.63,1.32,5.35,5.9,5.21,5.79,2.79,2.21,5.05,5.85,4.95,5.79,2.05,1.21,4.9,5.15,4.79,5.05,2.21,1.95,4.45,6.05,4.37,6.05,1.63,-0.05,4.05,5.85,3.89,5.79,3.11,1.21
"2680",370,10,1,14,20,2,17,357,0,0.21,0,2,28,8,26,2,7,4,55,3,4,1,7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,4,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,1,9,7,7,6,6,5,8,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.47,20,20,3.53,2.53,2.53,1.53,1.53,-1.47,-3.47,1.53,2.53,-2.47,-2.47,-2.47,0.53,4.53,-0.47,-3.47,3,99,135,127,101,116,77,86,76,11,129,135,135,118,117,103,121,117,0.15,0.55,0.15,0.55,0.11,0.53,0.89,0.47,4.95,6.45,4.74,6.32,4.26,2.68,6.75,6.75,6.74,6.74,0.26,0.26,6.35,6.75,6.32,6.74,0.68,0.26,5.05,5.9,5,5.89,1,0.11,5.8,5.85,5.79,5.84,0.21,0.16,3.85,5.15,3.79,5.16,1.21,-0.16,4.3,6.05,4.11,5.95,3.89,2.05,3.8,5.85,3.63,5.79,3.37,1.21
