"","X.1","X","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingOfMbyW","sincRatingOfMbyW","intelRatingOfMbyW","funRatingOfMbyW","ambRatingOfMbyW","sharRatingOfMbyW","likeRatingOfMbyW","probRatingOfMbyW","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingOfMbyW","sincAvgRatingOfMbyW","intelAvgRatingOfMbyW","funAvgRatingOfMbyW","ambAvgRatingOfMbyW","sharAvgRatingOfMbyW","likeAvgRatingOfMbyW","probAvgRatingOfMbyW","decAvgOfMbyW","raterDecAvgW","attrRatingGuessOfMbyW","sincRatingGuessOfMbyW","intelRatingGuessOfMbyW","funRatingGuessOfMbyW","ambRatingGuessOfMbyW","sharRatingGuessOfMbyW","likeRatingGuessOfMbyW","probRatingGuessOfMbyW","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingOfWbyM","sincRatingOfWbyM","intelRatingOfWbyM","funRatingOfWbyM","ambRatingOfWbyM","sharRatingOfWbyM","likeRatingOfWbyM","probRatingOfWbyM","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingOfWbyM","sincAvgRatingOfWbyM","intelAvgRatingOfWbyM","funAvgRatingOfWbyM","ambAvgRatingOfWbyM","sharAvgRatingOfWbyM","likeAvgRatingOfWbyM","probAvgRatingOfWbyM","decAvgOfWbyM","raterDecAvgM","attrRatingGuessOfWbyM","sincRatingGuessOfWbyM","intelRatingGuessOfWbyM","funRatingGuessOfWbyM","ambRatingGuessOfWbyM","sharRatingGuessOfWbyM","likeRatingGuessOfWbyM","probRatingGuessOfWbyM","raceAsianMraceAsianW","raceAsianMraceWhiteW","raceAsianMraceLatinoW","raceAsianMraceBlackW","raceWhiteMraceAsianW","raceWhiteMraceWhiteW","raceWhiteMraceLatinoW","raceWhiteMraceBlackW","raceLatinoMraceAsianW","raceLatinoMraceWhiteW","raceBlackMraceAsianW","raceBlackMraceWhiteW","raceAsianMraceAsianWimpRaceM","raceAsianMraceWhiteWimpRaceM","raceAsianMraceLatinoWimpRaceM","raceAsianMraceBlackWimpRaceM","raceWhiteMraceAsianWimpRaceM","raceWhiteMraceWhiteWimpRaceM","raceWhiteMraceLatinoWimpRaceM","raceWhiteMraceBlackWimpRaceM","raceLatinoMraceAsianWimpRaceM","raceLatinoMraceWhiteWimpRaceM","raceBlackMraceAsianWimpRaceM","raceBlackMraceWhiteWimpRaceM","raceAsianMraceAsianWimpRaceW","raceAsianMraceWhiteWimpRaceW","raceAsianMraceLatinoWimpRaceW","raceAsianMraceBlackWimpRaceW","raceWhiteMraceAsianWimpRaceW","raceWhiteMraceWhiteWimpRaceW","raceWhiteMraceLatinoWimpRaceW","raceWhiteMraceBlackWimpRaceW","raceLatinoMraceAsianWimpRaceW","raceLatinoMraceWhiteWimpRaceW","raceBlackMraceAsianWimpRaceW","raceBlackMraceWhiteWimpRaceW","careerMedicineWcareerMedicineW","careerCreativeMcareerInternationalW","careerCreativeMcareerAcademicW","careerCreativeMcareerFinanceW","careerLawMcareerCreativeW","careerLawMcareerLawW","careerLawMcareerInternationalW","careerLawMcareerAcademicW","careerLawMcareerFinanceW","careerAcademicMcareerCreativeW","careerAcademicMcareerLawW","careerAcademicMcareerInternationalW","careerAcademicMcareerAcademicW","careerAcademicMcareerFinanceW","careerAcademicMcareerUndecidedW","careerAcademicMcareerMedicineW","careerAcademicMcareerSocialWorkW","careerFinanceMcareerCreativeW","careerFinanceMcareerLawW","careerFinanceMcareerInternationalW","careerFinanceMcareerAcademicW","careerFinanceMcareerFinanceW","careerFinanceMcareerUndecidedW","careerFinanceMcareerPsychologyW","careerFinanceMcareerMedicineW","careerFinanceMcareerSocialWorkW","careerUndecidedMcareerAcademicW","careerMedicineMcareerAcademicW","fieldMathWfieldMathW","fieldMedicineWfieldMedicineW","fieldLawMFieldLawW","fieldLawMFieldAcademiaW","fieldLawMFieldSocialSciW","fieldLawMFieldSocialWorkW","fieldPoliSciMFieldPoliSciW","fieldPoliSciMFieldBusinessW","fieldPoliSciMFieldAcademiaW","fieldPoliSciMFieldScienceW","fieldBusinessMFieldLawW","fieldBusinessMFieldPoliSciW","fieldBusinessMFieldBusinessW","fieldBusinessMFieldEnginW","fieldBusinessMFieldAcademiaW","fieldBusinessMFieldSocialSciW","fieldBusinessMFieldSocialWorkW","fieldBusinessMFieldEnglishW","fieldBusinessMFieldScienceW","fieldBusinessMFieldLanguagesW","fieldEnginMFieldEnginW","fieldEnginMFieldAcademiaW","fieldEnginMFieldSocialSciW","fieldEnginMFieldSocialWorkW","fieldEnginMFieldEnglishW","fieldEnginMFieldScienceW","fieldEnginMFieldLanguagesW","fieldScienceMFieldPoliSciW","fieldScienceMFieldBusinessW","fieldScienceMFieldHistReligPhilW","fieldScienceMFieldScienceW"
"3521",3521,3521,6,6,1,10,20,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,1,8,9,9,9,10,7,9,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44444444444444,7.11111111111111,7.77777777777778,8.11111111111111,8.22222222222222,7.33333333333333,8.22222222222222,6.44444444444444,0.888888888888889,0.555555555555556,7.0771734133371,6.29372799102648,7.66944535070678,7.99209509658352,7.83344664206503,6.6219080716047,8.90942001269267,4.80258757951538,24,25,1,1,42,1,1,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,0,7,10,10,6,10,7,6,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.77777777777778,7.55555555555556,8.44444444444444,7.11111111111111,7.77777777777778,6.22222222222222,6.88888888888889,5.33333333333333,0.555555555555556,0.111111111111111,5.90948930403319,7.19240964758931,8.13211819757025,6.54089022737304,8.067753935184,6.15965845206197,6.28035885386005,6.49666808798851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3522",3522,3522,6,6,1,2,12,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,1,6,9,9,6,8,2,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22222222222222,6.33333333333333,6.88888888888889,6.77777777777778,6.77777777777778,6.55555555555556,6.88888888888889,4,0.333333333333333,0.555555555555556,6.69880986565511,5.06443802711233,6.8914362703868,6.417748840392,7.97184254658755,6.40275660642011,10,3.56669710977625,22,25,1,1,29,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,20,60,0,0,40,0,0,0,6,8,10,6,7,6,7,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.77777777777778,8.44444444444444,7.11111111111111,8.11111111111111,6.33333333333333,6.77777777777778,5.66666666666667,0.555555555555556,0.333333333333333,6.50516801829123,7.48497412113041,9.70316758645096,6.04240053512904,6.63283530351756,4.69672790020345,6.89419491569417,3.68046132428066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3523",3523,3523,6,6,1,3,13,0,1,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,0,4,7,9,4,3,2,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88888888888889,8,8.77777777777778,7.33333333333333,6.22222222222222,6.33333333333333,6.44444444444444,5.44444444444444,0.444444444444444,0.666666666666667,4.34561177260541,7.56465143461622,7.56677096818571,8.70804546359254,4.88482575244941,6.77122994332002,6.11824918074455,6.98526521392785,22,25,3,5,42,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44444444444444,7.55555555555556,8.44444444444444,6.66666666666667,7.77777777777778,5.88888888888889,6.44444444444444,5,0.444444444444444,1,8.13178423873831,9.07003418824379,9.96893171945275,8.82553943776827,9.88204352971492,8.76643677239939,8.82169918585022,8.36786900791759,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3524",3524,3524,6,6,1,4,14,1,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,1,8,6,7,8,2,8,9,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22222222222222,7.77777777777778,7.44444444444444,7.55555555555556,7.11111111111111,7.22222222222222,7.55555555555556,5.66666666666667,0.777777777777778,0.555555555555556,7.61588936453898,7.52211648928725,7.18547806009963,7.74123595775472,4.67441645241836,7.33628679829076,7.83267767810965,5.49876534248452,23,25,1,1,56,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,1,6,8,8,7,9,8,7,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.77777777777778,8.66666666666667,7,7.88888888888889,6.11111111111111,6.77777777777778,5.33333333333333,0.444444444444444,1,7.22145737927651,8.23778886581717,8.72921118177385,8.01541389267925,9.01622597358265,7.65679492894026,7.35517004159307,6.57211819445848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3525",3525,3525,6,6,1,5,15,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,0,5,4,8,8,4,2,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,8,7.66666666666667,7.11111111111111,6.77777777777778,7.11111111111111,6.55555555555556,5,0.333333333333333,0.666666666666667,5.2349163405517,8.12008594293853,7.71317650579267,6.81913274845889,5.9105581386609,6.83304241704091,6.30555506040363,4.76377788775151,24,25,3,1,36,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,1,9,7,9,7,9,6,9,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,7.88888888888889,8.55555555555556,7,7.88888888888889,6.33333333333333,6.55555555555556,5.88888888888889,0.444444444444444,0.888888888888889,6.99075131133652,8.92066576092535,9.16360377900479,7.21440113132859,8.26450960881798,6.51942732918191,7.12555424941801,5.41006907184636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526",3526,3526,6,6,1,6,16,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,0,3,7,6,1,1,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88888888888889,8.55555555555556,7.77777777777778,4.77777777777778,6.55555555555556,5.22222222222222,6,4.11111111111111,0.333333333333333,0.666666666666667,5.45315019605663,8.3705434586242,8.28041517104701,4.42985897553513,5.36535051778126,4.90890872988073,5.76777960177257,4.04404687087099,25,25,9,2,42,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,10,50,0,30,10,0,10,1,6,6,8,8,8,7,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,8,8.66666666666667,6.88888888888889,8,6.22222222222222,6.88888888888889,5.44444444444444,0.444444444444444,0.777777777777778,6.65774333645783,7.69995757592419,8.03769653521143,6.55841659496808,7.71224835124072,6.47442618701935,6.51840226880509,5.68383531717838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3527",3527,3527,6,6,1,7,17,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,1,8,8,8,8,3,4,8,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55555555555556,7.55555555555556,8.55555555555556,5.88888888888889,7.11111111111111,6.88888888888889,6.77777777777778,4.66666666666667,0.777777777777778,0.555555555555556,5.39098725194787,6.96935078205682,8.786466958593,5.8616848601935,6.0081236125551,5.66784623778118,5.63107244774131,3.57510418660382,30,25,1,1,38,3,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,2,35,15,25,10,5,10,0,5,6,8,4,5,4,3,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8.66666666666667,7.33333333333333,8.33333333333333,6.55555555555556,7.22222222222222,5.77777777777778,0.555555555555556,0.222222222222222,6.00764818941446,6.3294760574063,6.90952988787649,5.60458619072524,6.77219631619499,4.65431483697302,5.16509749235284,3.74517594133104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528",3528,3528,6,6,1,8,18,0,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,0,4,8,9,2,8,3,5,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22222222222222,7.33333333333333,7.55555555555556,5.55555555555556,7.44444444444444,5.88888888888889,5.88888888888889,5.66666666666667,0.333333333333333,0.666666666666667,4.73620527410322,7.00944038288383,7.69384464603183,5.16400221195757,7.13564144527763,5.03857943028809,5.48114290984984,5.11754117186884,27,25,8,8,52,6,1,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,7,8,5,7,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.88888888888889,8.66666666666667,7,8,6.44444444444444,6.77777777777778,5.44444444444444,0.555555555555556,0.333333333333333,6.5079127142286,7.28441638956926,7.96905489369288,6.1701827146817,7.1846545840117,5.12998703457083,6.50188116924362,4.64200954122737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3529",3529,3529,6,6,1,9,19,1,0,23,25,1,1,60,3,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,1,7,6,8,8,6,9,9,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,6.88888888888889,7.66666666666667,8.55555555555556,7.22222222222222,7.55555555555556,7.44444444444444,7,0.888888888888889,0.555555555555556,7.30269646929464,6.30636505533462,7.59085510393531,10,4.08412046852296,5.92995196056127,6.98340390349762,8.83230650620102,28,25,1,1,42,1,1,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,1,6,7,7,6,6,6,6,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.88888888888889,8.77777777777778,7.11111111111111,8.22222222222222,6.33333333333333,6.88888888888889,5.44444444444444,0.444444444444444,1,7.04431059026325,7.69686380868465,8.71648020588245,8.27639396359822,8.69582638989116,7.46091662890016,7.36618345795715,7.07056602672317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3590",3590,3590,7,7,1,1,11,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,4,8,8,5,7,4,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,8.88888888888889,8.22222222222222,5.44444444444444,6.33333333333333,5.44444444444444,6.11111111111111,5.33333333333333,0.444444444444444,0.444444444444444,4.96403591735997,8.3396496548761,7.93489043827215,4.57607402445814,7.0303252278196,5.05289820449484,5.76556794028894,5.67479207916393,27,25,7,3,42,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,0,7,8,8,8,7,7,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.55555555555556,8.22222222222222,6.88888888888889,7.55555555555556,6.66666666666667,7.66666666666667,6.33333333333333,0.777777777777778,0,8.00191482137489,7.87725712686188,7.69079866122056,7.16411053496148,7.29533058557098,5.28833377782051,7.26393605056409,4.27616656620993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3591",3591,3591,7,7,1,10,20,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,1,8,6,7,7,8,6,7,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44444444444444,7.44444444444444,8,8.33333333333333,8.44444444444444,7.44444444444444,8.44444444444444,6.77777777777778,0.888888888888889,0.333333333333333,6.85293575496664,7.08127576090936,7.97055558472396,9.10603657484037,9.09485922696845,8.04297799488311,6.94157796742854,3.75830249807492,24,25,1,1,42,1,1,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,0,7,6,8,6,8,7,7,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7.77777777777778,8.22222222222222,7.11111111111111,7.44444444444444,6.66666666666667,7.66666666666667,6,0.777777777777778,0.111111111111111,7.28556860446164,7.90461187348328,7.96453191764896,6.64245699993319,7.9540334151594,6.64771675313289,7.01423871051309,7.21810110383291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
